trait	trait_group	pearson__genotype_pca_population_ridge	pearson__genotype_pca_ridge	pearson__population_ridge	r2__genotype_pca_population_ridge	r2__genotype_pca_ridge	r2__mean_baseline	r2__population_ridge
metabolite__Pyridoxine_E1	metabolite	0.3373671755669731	0.35771437467932776	0.17185099237991075	-0.013477635067710159	0.00767987769305345	-0.1914733800392121	-0.2844246447728156
agri_aa_oil__AA_Ser	agri_aa_oil	0.3353363400789928	0.32604641341627244	0.15916748700579084	0.08828695627864347	0.07982100651861523	-0.016331555237494744	0.008961657658879574
metabolite__2pp_6pp_O_Diacetyloninin_E1	metabolite	0.3335458410136778	0.3672004507469174	0.16486334666847705	0.11007019886324965	0.12998074052252873	-0.002233420823682275	0.010352208377448657
metabolite__Chrysoeriol_di_O_hexoside_E2	metabolite	0.33261513066769766	0.27563296937741016	0.31315695481493955	0.03908879062787329	-0.0027107230210918765	-0.009735071826967756	0.037196498133125755
agri_aa_oil__Kernelthickness	agri_aa_oil	0.33218175373543324	0.29841516896978265	0.24957751391991723	0.10578082694431568	0.08545003284558839	-0.0005918183965551993	0.051536820049972065
metabolite__L_Proline_E2	metabolite	0.3315091276891318	0.3475629969356696	0.16951422465861288	0.06500841717116079	0.11158751713554682	-0.009778163661418926	-0.00520900563852944
metabolite__Quercetin_E1	metabolite	0.33131392508373664	0.34937681038711904	0.07214697569509888	-1.4438521382673235	-1.2826222345551548	-0.3467551260799362	-1.6773767149381564
metabolite__N_Feruloyl_N_methoxyagmatine_E2	metabolite	0.33126068152715205	0.2755933390594191	0.33968746387709414	0.09969429295666143	0.06878348217115415	-0.004280028442209316	0.08300567194085684
metabolite__Sphinganine_E2	metabolite	0.3304155614621812	0.15301155050003493	0.29084823078605687	0.04429970407253003	-0.00837747177241277	-0.02894682277392091	0.06072737499469971
metabolite__3_2_Hydroxyethyl_4_methyl_1_2_3_4_pentanetetrol_E2	metabolite	0.32003899805213376	0.329792757404446	0.08516169481083499	-0.6759598170108823	-0.6070342730190816	-0.46129943087032	-0.4357612346872195
metabolite__Acetosyringone_E1	metabolite	0.31988358900048525	0.28570702609861465	0.186137132157035	-0.13790198281713106	-0.12302839522174591	-0.22514543655524744	-0.22028353804940748
metabolite__L_Glutamic_acid_E1	metabolite	0.31951575643578245	0.40021463633974286	-0.010627123558634974	0.05850273024828023	0.06842135869942478	-0.003736024527044579	-0.013844208332970398
metabolite__Glutathione_E1	metabolite	0.3194779134555103	0.28197161835123485	0.27373076576192434	0.03785689022405603	0.03645943207711877	-0.013563760668662272	0.0046857068943240154
metabolite__LPC1_acyl_16_0_1_E1	metabolite	0.3185557426191126	0.2667387269654203	0.22582677374289975	0.029173620453814886	0.02003280602378288	-0.008141965074456081	0.03259062575965688
metabolite__Malvidin_di_O_hexoside_E2	metabolite	0.31749670987374534	0.31719479105758386	0.18377507834193807	0.04290094828956614	0.07840431024627104	-0.018393743785312777	-0.014032801307934717
metabolite__L_Methionine_E2	metabolite	0.3139207574540352	0.37055530793367636	0.06774449991416585	0.026395213480674973	0.0258659310995758	-0.0005319966487260519	0.003875689851405073
agri_aa_oil__Eardiameter	agri_aa_oil	0.309942807999383	0.32884153332062266	0.19626443087517664	0.09428894869371396	0.10336205310631752	-0.0006678705614298064	0.027378228926852377
metabolite__LPC1_acyl_18_0_E2	metabolite	0.3092858151429043	0.169006312469325	0.3921032284470526	0.0628255092977098	0.007028359821788177	-0.014474844678511234	0.13592342795943024
metabolite__LPC1_acyl_16_1_2_E2	metabolite	0.30730238827692924	0.2999554732283505	0.18774605271673273	-0.7097082908411165	-0.5975219926723465	-0.25446763875970246	-0.4299839749925376
metabolite__L_Arginine_E2	metabolite	0.3028210694907821	0.28974800588028143	0.28434715708539354	0.05072728555683792	0.057397122068731043	-0.011370044197849039	0.07324523552306517
metabolite__5_Hydroxyindoleacetic_acid_E2	metabolite	0.29960313219734014	0.24614084932758196	0.16276539633002554	-0.07371507673742017	-0.0821184190371933	-0.128452384811248	-0.12637814651533708
agri_aa_oil__AA_Gly	agri_aa_oil	0.2995904603735672	0.23262990136293554	0.28343650181477575	0.06869508754319575	-0.1994369022560405	-0.0036434927995141475	0.06788588775842463
metabolite__5_Methylthioadenosine_E2	metabolite	0.29718457613612714	0.30501457121472897	0.03766556323504121	0.07806304920421647	0.0750673218271587	-0.00039612631737484527	0.00030382520336957874
metabolite__Glycerol_1_tetradecanoate_3_phosphocholine_E2	metabolite	0.2956444886077085	0.2657349088613601	0.1952475227596898	0.02151972650985745	-0.0026784406513606918	-0.025181632566661394	0.0029883971332680392
agri_aa_oil__AA_NH3	agri_aa_oil	0.2922166544886237	0.07498398093657033	0.3902244735294727	0.05604508255019125	-0.006145694478645547	-0.011710808170389608	0.11213411050748923
metabolite__Apigenin_7_O_glucoside_E2	metabolite	0.29160651309821306	0.3328734859657402	0.1291447971633605	-0.35533541993423223	-0.3260038168636843	-0.582780417747423	-1.2678240330740311
metabolite__Zeanoside_B_E2	metabolite	0.2858720700589892	0.33006844120101	0.14870826849581853	0.05896897343451324	0.04870638123611448	-0.00014276400879120743	0.018989218184062184
metabolite__N_N_Di_coumaroyl_N_feruloylspermidine_E1	metabolite	0.28568152816234144	0.2318622102778889	0.27394506313281164	0.03892532834822471	0.019617879244320346	-0.006555325666817602	0.01866920277192108
metabolite__LPC1_acyl_15_0_1_E2	metabolite	0.2856344073191972	0.22495285147518457	0.23069232190609998	0.05341884623533544	0.010759026104505298	-0.020692744441433986	0.027296408333131184
agri_aa_oil__AA_Tyr	agri_aa_oil	0.2844485796331174	0.3270828977973897	-0.032244623795431415	0.06789422562304093	0.0929643761991793	-0.005074525398557128	-0.027132029601402596
agri_aa_oil__Cobdiameter	agri_aa_oil	0.28165353270465837	0.3054826479725045	0.12973268874344968	0.07564561212833276	0.09318681373964843	-2.4523948503940574e-05	0.011904897862146768
metabolite__Adenylic_acid_E1	metabolite	0.28046030579755926	0.24979680839065005	0.19830672145567474	0.04086103859047974	0.02852563894106619	-0.0008055992403419587	0.016948045657138366
agri_aa_oil__Oil_C160_C161	agri_aa_oil	0.280222305698797	0.3129617501835157	-0.061862190021358766	0.06912845273764878	0.09593383562236224	-3.850051075282579e-06	-0.08432127429330083
agri_aa_oil__Oil_C180_C181	agri_aa_oil	0.27732386357534566	0.27656438723429855	0.06472549529969394	0.058481020105913495	0.0583253877688682	-0.014524066905523547	-0.014056996153331003
metabolite__Glycerol_1_tetradecanoate_3_phosphocholine_E1	metabolite	0.27726729601756545	0.18598820256976872	0.28817652016157297	-0.01151845163105314	-0.02801295067171994	-0.04611543168431109	0.011957906470723922
metabolite__LPC1_acyl_18_3_2_E1	metabolite	0.2771702759810814	0.1842341197138523	0.42546200470577683	0.01636320922269896	-0.02772556421652972	-0.041205260567140245	0.08882788469626801
agri_aa_oil__AA_Glu	agri_aa_oil	0.27698105563180037	0.2988806600155107	-0.07174604283985463	0.06111728413677964	0.07281075508502688	-0.014466206883815946	-0.015564666986509712
metabolite__Crotonoside_E1	metabolite	0.2760171425449558	0.25033199467301553	0.35453890328699367	-0.14369230900055951	-0.09100365168400915	-0.1928853999823088	-0.073168106538118
metabolite__Vanillin_E1	metabolite	0.2714048569825984	0.4070376005616485	0.11592293409441454	0.031639873014023934	0.03331328402696454	-0.017978991909452624	-0.0018740553313738584
metabolite__Caffeic_acid_derivative_E2	metabolite	0.2710820758244579	0.28774384366169453	0.10633729224453452	-0.014001601368562655	-0.014997030800924849	-0.020049681413168763	-0.01899907149465152
metabolite__Bufotenine_O_glucoside_E2	metabolite	0.2686464808255285	0.2680213010707035	0.11115194956631178	0.033692000166664626	-0.016569399675152585	-0.030396304604508817	-0.014746397341408812
agri_aa_oil__AA_Val	agri_aa_oil	0.26586625414844867	0.2294137293312145	0.22235504834947678	0.04375623802520001	0.030991300523896093	-0.0037496856865861794	0.0449828948746106
metabolite__Feruloylserotonin_E2	metabolite	0.265492200176698	0.24566379806218333	0.1888017775689765	-0.028850588506226904	-0.09298781255316335	-0.10558893730021834	-0.060188709778505434
metabolite__Ferulic_acid_derivative_E1	metabolite	0.2624725232370551	0.1906068764883147	0.2085804287886178	0.049307135653535616	0.020536965399054252	-5.548654439802014e-05	0.011631529224410464
metabolite__N_N_caffeoyl_Feruloyl_spermidine_derivative_E1	metabolite	0.26245981353158104	0.3194705641399013	0.11571189780901785	0.02631913651576634	0.02623459779854387	-0.03131563220297506	-0.048551186126657875
metabolite__N1_N10_Diferuloylspermidine_E2	metabolite	0.2609642697909404	0.1738696474861389	0.2438800795506446	0.015292674257168959	-0.02752494769210978	-0.03235238572707	0.020943045821128048
agri_aa_oil__Earrownumber	agri_aa_oil	0.2592002092565687	0.26580573020624215	0.15923176541072584	-0.08547678327817398	-0.03076631013721154	-0.07407961392155626	-0.10934537151673207
metabolite__12_Hydroxy_6_epi_albrassitriol_E2	metabolite	0.2552794060306801	0.1455647071821806	0.2241916191262442	0.054988320464498086	0.0031368681834423873	-0.0004041338079838752	0.04928709274334153
metabolite__Halaminol_A_E1	metabolite	0.2548020145262775	0.3822112568249259	-0.02134396554249808	-0.010947604410163292	0.0003002735798186551	-0.05408422214953479	-0.06316389771353048
metabolite__LPC1_acyl_20_4_E2	metabolite	0.254439057646618	0.09714949562242749	0.37256994150096	-0.0023990936422710885	-0.052662141988106814	-0.01792386321050987	0.11229047600806896
metabolite__Diferuloylputrescine_E2	metabolite	0.2540445909574949	0.29776204919234117	0.03651051736246823	-0.1610884926750944	-0.07132363117930973	-0.12224806089855278	-0.16887399502211187
metabolite__N_Coumaroylspermidine_E1	metabolite	0.24721417555046443	0.22849309455180652	0.21889176217633105	-0.05541906533532992	-0.0661048286091015	-0.12522305090497787	-0.10298819632719547
metabolite__Guanosine_E1	metabolite	0.24618095996141492	0.017647588648268746	0.31378783494297235	0.045146628221672924	-0.0115300056293004	-0.01366874777097582	0.09273023038534389
agri_aa_oil__AA_total	agri_aa_oil	0.245861647486833	0.2579849992346983	-0.0050022059552456205	0.0485035204952633	0.056325025533698	-0.005740232703950854	-0.008023004364048125
metabolite__Np_Npp_Feruloyl_caffeoyl_spermidine_derivative_E1	metabolite	0.23135863742279666	0.21521739716015115	0.18496658597567148	-0.006515454441420987	-0.011742454640556454	-0.05665888298248656	-0.06408372033858112
metabolite__N2_N2_Dimethylguanosine_E2	metabolite	0.23035902535131367	0.2164366276155047	0.3332813394258723	-0.0019172035705303792	0.026625656128552277	-0.01891853852674097	0.09448596979389268
metabolite__C_pentosyl_apigenin_O_caffeoylhexoside_E2	metabolite	0.22894457548170954	0.17405373045435504	0.15774500283618872	-2.0577927071577133	-1.891584778286577	-0.8122839684978154	-1.6278202943926057
metabolite__Ferulic_acid_E1	metabolite	0.22703277101638633	0.2917194159139929	0.11874531110823555	0.02655989443582696	0.017452325949540715	-0.024568949085901126	-0.006569428278796918
metabolite__Dicoumaroylputrescine_E1	metabolite	0.22653057298070794	0.16299618765278004	0.3109192464601917	-0.005827866198689913	-0.015167142728037541	-0.019831369038834312	0.08331687038544744
metabolite__LPC1_acyl_15_0_2_E2	metabolite	0.22652592014496759	0.08679864951606504	0.13165383840315625	0.03039805774133897	-0.004264637497770396	-0.013292257853568357	-0.007884220285512722
metabolite__L_Carnitine_E1	metabolite	0.22569086037209496	0.14713646246755338	0.24262518753502296	0.04927172678885061	0.002158051951768769	-0.0001950292584811386	0.033917760486385395
metabolite__Nicotinic_Acid_E1	metabolite	0.2211024261409508	0.23245762713655507	0.17225917626104909	0.03444512291152779	0.051978188937980674	-0.019290012908480092	0.009729618126985584
metabolite__2_Amino_1_3_4_hexadecanetriol_E2	metabolite	0.21867116487934815	0.21874284181432285	0.12264474229055292	0.0042442010336490865	-0.0032948453151684376	-0.013208381258205337	-0.004284982217173106
metabolite__N_Acetyl_L_glutamic_acid_E1	metabolite	0.2177449071776241	0.13085820143821075	0.22425826112788044	-0.017533313693790964	-0.03231974100035573	-0.03330063733540567	-0.03701217922713318
metabolite__2_Amino_9_methyl_4_octadecene_1_3_8_triol_E2	metabolite	0.21653273162070064	-0.025363939320338973	0.3541668736178247	0.02832995394394111	-0.011868510523331821	-0.004773719988009351	0.04392937053515744
metabolite__Quercetin_E2	metabolite	0.21246508265120984	0.15816879191126382	0.16580189834818074	-0.08150018886730948	-0.05653012149210368	-0.0004876006105638542	-0.1900768682045475
agri_aa_oil__Kernelwidth	agri_aa_oil	0.2117820380588508	0.22068735757127733	0.06326492525495257	0.023284520913014695	0.028623259659634193	-0.021165983040231096	-0.024299556532742406
metabolite__N2_N2_Dimethylguanosine_E1	metabolite	0.2112122553009431	0.15753613545093823	0.39975210592340515	-0.15190165144496648	-0.15280401262728427	-0.19826623115185793	0.05676721299837195
metabolite__Hydroxylinoleic_acid_E1	metabolite	0.21080722136279706	0.17403722067944832	0.24573965386987112	0.04352013934086818	0.028251763979731837	-0.005700137767297608	0.03949090437341929
metabolite__N_Coumaroylputrescine_E2	metabolite	0.21080233959139097	0.21372145452561203	0.11318924830693863	0.03314278617126665	0.02616844775991345	-0.00047824290830678073	-0.002213262785601966
metabolite__2_6_diformyl_4_methylphenol_E2	metabolite	0.20594123703827302	0.20872125565156122	0.2187572503408184	0.0278421835018825	0.035996702203644704	-0.002600232726506002	0.03990916642617215
metabolite__Choline_E1	metabolite	0.20346331355114286	0.2941819471587357	-0.007524429603396968	0.03132830371346118	0.04338053755510107	-0.0025849448177035494	-0.07990715496654999
metabolite__Adenine_E1	metabolite	0.20268793957596984	0.269580684647535	0.12817557252298054	-0.04211861621476087	0.024692243957427862	-0.08772256826266389	-0.09714278036146529
metabolite__Pyroglutamic_acid_E2	metabolite	0.20181726000734296	0.018180772285355522	0.16944432206197418	0.02580516084104334	-0.011374610283799491	-0.01020373267086927	0.00799152127406666
metabolite__Pro_Leu_E2	metabolite	0.19850383221391796	0.10900685487303963	0.3164195683857997	0.011966507100869883	-0.031390086050853805	-0.013407412132559138	0.06777409583094895
metabolite__Diferuloylputrescine_E1	metabolite	0.19811857409508216	0.1943944130370018	0.09361413455835191	0.03287774935061094	0.03312946266702699	-0.0029800653979381586	0.003990434631670592
metabolite__Adenylic_acid_E2	metabolite	0.1981039956404196	0.0653669064880861	0.2958404300000715	-0.0023132675793164914	-0.021985271877478896	-0.02504235158772028	0.0328811579024868
metabolite__LPC1_acyl_16_1_2_E1	metabolite	0.19770037375357497	0.2993953984261954	0.010734383900332755	0.027992873302237764	0.03406274219918637	-0.0020516209340866176	-0.011666356037385084
metabolite__DL_Indole_3_lactic_acid_3_Indolelactic_acid_E2	metabolite	0.1912776153860445	0.13038309529395647	0.30716418209466456	0.008373182610325935	-0.0018327840672143214	-0.014235578581455854	-0.011279298235919333
metabolite__LPC1_acyl_16_0_2_E2	metabolite	0.18848634521704402	0.08271032139835334	0.22776723809901142	0.013966158897157466	-0.04763107025227664	-0.030978782039236874	0.029501899861586023
metabolite__Glutathione_E2	metabolite	0.18785665365919405	-0.0007799877044786102	0.476557467280188	0.021468052419886807	-0.014523473404478793	-0.009073828981016607	0.18246534615585364
metabolite__Tricin_E2	metabolite	0.18761446726453335	0.21154026642543078	-0.04361180812981109	0.008965386233510064	0.023878391546158118	-0.0014504368070162865	-0.0017205912446947025
metabolite__Austricine_E2	metabolite	0.1858109856817637	-0.14688921098047414	0.3683392583040085	-0.04489275194551312	-0.0968065966414744	-0.0774071599475783	0.01670760364000401
metabolite__N_3_Indolylacetyl_L_alanine_E1	metabolite	0.18167462520186345	0.18708547433878184	0.014330206907880928	-0.0544161424502434	-0.05535785116033387	-0.058901735620829454	-0.06527194489186439
metabolite__3_Oxo_2_2_entenylcyclopentaneoctanoic_acid_E2	metabolite	0.1810818219960869	0.04858065954316099	0.21584563961550735	0.007457701031134523	-0.0007769178526122467	-0.001553207139308066	0.028155347026607047
metabolite__D_Glucose_6_phosphate_E2	metabolite	0.18083179080487088	0.17794154219504482	0.14061125021753929	0.007656984751971407	0.0029983069217910385	-0.024447307368405058	0.0011040449385203432
metabolite__Gibberellin_A4_E2	metabolite	0.18079650989168825	0.09283329072162526	0.25792825352313375	0.01805194837043056	-0.0022067236800376033	-0.0073278486048320435	0.06492174856332922
metabolite__Adenosine_E1	metabolite	0.1796637719992849	0.12131244352455929	0.28042134035186805	-0.07656474614718389	-0.09609320542193944	-0.06332388778184561	0.004753650738302029
metabolite__D_Pantothenic_acid_E1	metabolite	0.1774202356639254	0.16781444832713513	0.19188306362671137	-0.031699510379241014	-0.01516281949564302	-0.014445485060941232	0.014955221513898942
metabolite__Linoleic_acid_E1	metabolite	0.1761516596782775	0.2079989843924419	0.03293942304341545	0.0029148786176728114	0.03441024916186419	-0.000203952894371362	-0.03345789773339014
metabolite__N_N_Di_coumaroyl_N_feruloylspermidine_E2	metabolite	0.174017024685614	0.029069820803900887	0.2629802164478908	0.02297348020443435	0.00014127761041915488	-0.0003234957670690264	0.030375014990880134
metabolite__4_Coumaric_acid_E1	metabolite	0.17312340569452042	0.10064225098555951	0.08027222283533422	-0.03999694972345713	-0.11586864972006339	-0.04780473322998735	-0.08207444222673455
metabolite__Viscumamide_E2	metabolite	0.17290519157547737	0.16614856451727966	0.21112427702581865	0.026945788294563067	0.014040507106184874	-0.008235120764114479	0.010847694460091817
metabolite__Chrysoeriol_E2	metabolite	0.17039922276550504	0.20023452918061047	0.005193517970085788	0.004899895417324829	0.03107151355411597	-0.002472719999165429	-0.024605874427681806
metabolite__LPC1_acyl_18_1_E2	metabolite	0.16515278380683784	0.12431740792523739	0.3520335365454386	-0.05140235624443723	-0.07256984432832603	-0.009229988452318372	0.000700599352770559
metabolite__Sinapoyl_glucose_E1	metabolite	0.1632199964297792	0.14014766400494624	0.18015795973591162	-0.026708742549933495	-0.00387130326189844	-0.03972204990971551	-0.02250139627610892
metabolite__5_Methylthioadenosine_E1	metabolite	0.1592291527243354	0.11221374717267488	0.23747297090307545	-0.02608186813400848	-0.041218170087011785	-0.11735341556842083	-0.03187775101695345
metabolite__Triornicin_E2	metabolite	0.15893154574636956	-0.05079097710414777	0.3647704468220614	0.015369788211039181	-0.03362107328672792	-0.01288363814818494	0.12070796994634936
metabolite__Selgin_derivative_E2	metabolite	0.15791920040522972	0.14447792371851845	0.07693951978436106	-0.41293397686585487	-0.45038853541751345	-0.0016627194946068347	-0.11523653765149189
metabolite__Fructose_1_6_diphosphate_E1	metabolite	0.15629589416990178	0.1834850239529373	-0.009102998374200887	-0.1132864725858942	-0.10522555465105521	-0.11448352065166256	-0.12544727768124808
metabolite__Thiamin_E2	metabolite	0.15148555497138086	0.24769389278148662	0.07808557547999445	-0.02316974372575009	0.00963126893084787	-0.03686287157786716	-0.07697980374065416
metabolite__Pyridoxate_2_E2	metabolite	0.1510623720361367	0.1783940806102628	0.026250866739419666	-0.012415059980693588	-0.012616271871949802	-0.017276988346188515	-0.017039404909863665
metabolite__trans_Zeatin_O_glucoside_E2	metabolite	0.14698268732678085	0.09495318256181941	0.40409532711698365	-0.025086738771980643	-0.05522361529391939	-0.002889036910698861	0.00493113732780337
metabolite__Diaminopimelic_acid_E1	metabolite	0.14525621288741936	0.20103796384308242	-0.05305171719990533	-0.13102557847555363	-0.043008209263106556	-0.040589635502635835	-0.11350967245239119
metabolite__7_Oxo_11_dodecenoic_acid_E1	metabolite	0.14113313374447525	0.09622044678196598	0.279055173745836	0.007324592815637354	-0.009730711860251429	-0.004352941176575698	0.07055166333265317
metabolite__Methylchrysoeriol_C_hexoside_E2	metabolite	0.13935579007708754	0.04431864719506029	0.1027332061506819	-0.015618069869407947	-0.023067425355009386	-0.021575358160378366	-0.008600526895221394
metabolite__Lyratyl_acetate_E1	metabolite	0.13876195942386663	0.1092645819973964	0.27120708122473725	0.0029282345151783185	-0.006054241869068555	-0.01161769424404735	0.041754205286284596
metabolite__Apigenin_C_pentosyl_C_pentoside_E2	metabolite	0.13841296837158484	-0.031694715579711284	0.1997528261905617	-4.374857398613896	-3.403861336886785	-4.014673291288131	-13.158646783936014
metabolite__LPC1_acyl_18_2_1_E2	metabolite	0.1346905130727035	0.05195633554111095	0.1791549052936763	0.014426773089351919	-0.06052217415895256	-0.0009077055670474454	-0.017746736562929577
metabolite__Acetylintermedine_E2	metabolite	0.13396007433365284	0.1454142818269349	-0.03482351173313961	-0.08148660951565079	-0.061624029326359686	-0.11163012180815057	-0.16439860890923153
metabolite__N_Acetyldopamine_E1	metabolite	0.1314980073678219	0.03648044587556565	0.2778055302829192	-6.114230430074028	-5.301508786763286	-1.8477379221178878	-2.9826621516318634
metabolite__Chrysoeriol_di_C_hexoside_E2	metabolite	0.12773456629250401	0.10330193443188407	0.3380532905596003	-0.11217472865622224	-0.13810023795210324	-0.0007106593188810351	0.11192299352996349
metabolite__Pyridoxate_2_E1	metabolite	0.12764725457565623	0.1314198207766184	0.014820901983236254	-0.028779751862899827	-0.030271579064655274	-0.05198636237286558	-0.051303360212082705
metabolite__N_Feruloylagmatine_E2	metabolite	0.12724634685947353	-0.03964976186622088	0.31727461621894465	-0.11838036719390876	-0.18018117643391918	-0.0789896003106576	0.027966983484323138
agri_aa_oil__AA_Ala	agri_aa_oil	0.12714395317111035	0.018850304629395166	0.271478916451651	-0.03913887894079848	-0.06545011953682378	-0.003323943558503073	0.052503125324672384
metabolite__Hydroxylinoleic_acid_E2	metabolite	0.12096558229520586	0.049923205363658484	0.21384563537292584	-0.03767773880350678	-0.03880495914658111	-0.004626482337559246	0.03276804779474629
metabolite__3_2_Hydroxyethyl_4_methyl_1_2_3_4_pentanetetrol_E1	metabolite	0.1174879221241374	0.07360448443622651	0.16834153634310986	-0.05885040287583032	-0.06935861413301425	-0.08117112628829148	-0.07623503031911727
metabolite__Linoleic_acid_E2	metabolite	0.11427996997373772	0.14031930736185974	0.09358396969039366	0.008998105686052527	0.010296987462832363	-0.009283949120618251	-0.005596842876959496
metabolite__3p_4p_5p_Tricetin_O_hexoside_E2	metabolite	0.11379282809269498	0.06700871182545284	0.10153706685480084	-0.036754899844561706	-0.03964586485328958	-0.03866997991497523	-0.029476590620632237
agri_aa_oil__AA_Met	agri_aa_oil	0.11181570721176808	0.10986988404017647	0.032475877463952675	-0.0915269025619252	-0.07724307639207506	-4.945004200340719e-06	-0.04540784616228688
metabolite__Feruloylagmatine_derivative_E1	metabolite	0.10451339586611341	-0.030209248652287097	0.24345974090688216	-0.0010271963614654211	-0.00553822294109696	-0.004594446445363776	0.025873472829335387
metabolite__Chrysoeriol_C_hexosyl_O_pentoside_E2	metabolite	0.10174485432617163	0.007631169068354978	0.27575162294538813	-1.5903471754123832	-1.335947533601816	-0.4514109646165889	-0.49276740912255357
metabolite__N_feruloyl_O_hexoside_spermidine_E1	metabolite	0.09012443317231993	0.03467776126898063	0.3895391316267422	-0.07334550889962288	-0.08930689653121848	-0.010703358395609985	0.14313659772815868
agri_aa_oil__AA_Cys	agri_aa_oil	0.08893910461443223	-0.005832462512182992	0.23389103023304028	-0.24803614570946997	-0.2668173483672891	-0.039994605849384746	-0.0076913192388470275
metabolite__Halaminol_A_E2	metabolite	0.08270124872388732	0.14201630110697172	-0.030496895746561642	-0.08156562686464741	-0.08120990841602915	-0.0882026034347072	-0.08823866970196903
metabolite__Lincomycin_E2	metabolite	0.07578529144827796	0.06598914137320816	0.11770525928772974	-0.17279909346644162	-0.07291486239826717	-0.012606352422960487	-0.12479056202081873
metabolite__Succinyladenosine_E2	metabolite	0.07362711239198193	0.15288276546433033	0.026628702814501554	-0.0714932500782759	-0.05314844920282469	-0.07222571365127917	-0.1188704408919905
metabolite__Viscumamide_E1	metabolite	0.06609487602635218	0.043571372689160844	0.06350963012464252	-0.10484789372214043	-0.10482726634078698	-0.10672653690978251	-0.12275883794206766
metabolite__L_Carnitine_E2	metabolite	0.06598336276610801	0.022524263193753204	0.1797934310374301	-0.27393389435845794	-0.24166892740811985	-0.17513168028028336	-0.1264806651023258
metabolite__Hesperidin_E2	metabolite	0.06382600926031368	0.06286089903922143	0.07566706784878573	-0.02355073782560746	-0.02130702994791034	-0.02159912992437496	-0.02678995757107394
metabolite__L_Pipecolate_E2	metabolite	0.05409899998490285	0.10693422680468957	-0.17209611131288102	-0.3750495551412647	-0.3515881482243377	-0.34799337427927335	-0.3569428477496712
metabolite__Hesperetin_E2	metabolite	0.05081690892987316	0.06335151932303815	0.011640359617511135	-0.3780823644182314	-0.3707905631372075	-0.00039886707969438717	-0.07604529982602326
metabolite__L_Tryptophan_E2	metabolite	0.05035766587472385	-0.13051581458073194	0.17540027760417926	0.0017324896074908391	-0.003897581634013658	-7.142071800636529e-08	0.018865231705550434
metabolite__Tricin_E1	metabolite	0.04410098697119426	0.08800404639001488	-0.0607329494231742	-0.033133813171689175	-0.018345672789523926	-0.03275663720132371	-0.03640964275887737
metabolite__2_6_diformyl_4_methylphenol_E1	metabolite	0.04380802282256446	0.03294640020817068	0.09115737048910756	-0.1028219631425702	-0.09792437055200232	-0.06131007888442408	-0.0602141114960284
metabolite__sn_Glycero_3_Phosphocholine_E2	metabolite	0.040462198817865835	0.045508124778479465	0.04104973606078746	-0.017158799867892816	-0.017714930041958787	-0.019395566845658463	-0.016731589366582922
metabolite__Np_Npp_Coumaroyl_Feruloylspermidine_E1	metabolite	0.03672729055414079	0.061936239547550107	0.0718790373993405	-0.07714378555327328	-0.045231626011464465	-0.008252165261748434	-0.028098787258687308
metabolite__Diaminopimelic_acid_E2	metabolite	0.035749572698018116	0.09486778436040133	-0.10233708003283798	-0.5950108512214414	-0.40937817247225805	-0.04904857981679944	-0.19576579951504192
metabolite__Naringenin_derivative_E2	metabolite	0.03400736239633219	0.16711011796060368	-0.03656565680008221	-0.13150955048931312	-0.028670144066732517	-0.13707937510164236	-0.6577170726450066
metabolite__N_coumaroyl_O_hexoside_spermidine_E2	metabolite	0.02689813752761206	0.10285187817444662	-0.05831080921056002	-0.028486411278633827	-0.013906602772131071	-0.019860364799404007	-0.033719692603938256
metabolite__Apodophyllone_E2	metabolite	0.021692183865242347	0.03994297545917274	-0.018825386127002824	-0.007845179379772249	-0.0075903356196938	-0.00845116365471732	-0.008687735831041987
metabolite__Naringenin_E2	metabolite	0.01707209406855678	0.18302972516087307	-0.09665069243829623	-0.0198605882843792	-0.019212376062720304	-0.019719890547909902	-0.02226188278680641
metabolite__LPC1_acyl_16_1_1_E1	metabolite	0.00888670852782505	0.004942736625076731	0.020061937040345347	-0.013315824820169908	-0.013409116915930275	-0.013991426384323491	-0.01385836547411623
metabolite__Tricin_derivative_E2	metabolite	-0.0009074748027985821	-0.0008278288572560015	0.05703219025138456	-0.07473383579935877	-0.07328980815966135	-0.06253525243995273	-0.06140782586494775
metabolite__Scopoletin_E2	metabolite	-0.012221656994493346	0.04278276343514949	-0.09119729089662115	-0.23403817224713208	-0.156057259417	-0.10149722277088546	-0.18416084781083653
metabolite__Linolenic_acid_E1	metabolite	-0.01387423323942097	0.14835621850128783	-0.22868626619385246	-0.015145282929204917	-0.004819281124441188	-0.014158388258240562	-0.017760412490655852
metabolite__Apigenin_C_pentoside_E2	metabolite	-0.03436758591166404	-0.23008914007681058	0.05161942849415813	-0.20141415152128328	-0.14079097705627408	-0.05077543335755497	-0.5555678376659092
metabolite__Fructose_1_6_diphosphate_E2	metabolite	-0.03796680377056465	-0.016048686555187715	-0.0746136803974115	-0.032949338826494534	-0.01667198892299182	-0.004033093284743883	-0.07025956970746927
metabolite__Nalidixic_acid_E1	metabolite	-0.03959301678035024	-0.035315729711392005	-0.02191445310176933	-0.011018763576642776	-0.010669653497219933	-0.004057174132076291	-0.005973043876356776
metabolite__Vitexin_E2	metabolite	-0.043215604711513124	-0.1009636803078077	0.01039527535063614	-0.023611979294203334	-0.020154104248391702	-0.0017513377762019555	-0.057617621171515365
