trait	nearest_gene_id	gene_relation	variants	max_selected_seeds	mean_abs_train_correlation	min_distance_to_gene_bp
agri_aa_oil__Oil_C18_3P	Zm00001d052227	cis_window	1	5	0.37108288407325746	6066
agri_aa_oil__Oil_C18_3P	Zm00001d036560	nearest	1	5	0.36363633871078493	131174
agri_aa_oil__Oil_C18_3P	Zm00001d028995	gene_body	1	5	0.3634606897830963	0
agri_aa_oil__Oil_C18_3P	Zm00001d008883	gene_body	1	5	0.3599755704402924	0
agri_aa_oil__Oil_C18_3P	Zm00001d030130	promoter	1	5	0.35448271632194517	0
agri_aa_oil__Oil_C18_3P	Zm00001d049442	cis_window	1	5	0.3511263787746429	6677
agri_aa_oil__Oil_C18_3P	Zm00001d036959	gene_body	1	5	0.3494986593723297	0
agri_aa_oil__Oil_C18_3P	Zm00001d049442	gene_body	1	5	0.34585618376731875	0
agri_aa_oil__Oil_C18_3P	Zm00001d002885	cis_window	1	5	0.340416020154953	2575
agri_aa_oil__Oil_C18_3P	Zm00001d012064	promoter	1	5	0.33788434267044065	0
agri_aa_oil__Oil_C18_3P	Zm00001d012274	gene_body	1	5	0.33753842711448667	0
agri_aa_oil__Oil_C200_C220	Zm00001d036982	gene_body	4	5	0.6376648902893066	0
agri_aa_oil__Oil_C200_C220	Zm00001d013984	gene_body	4	5	0.49231681525707244	0
agri_aa_oil__Oil_C200_C220	Zm00001d013983	gene_body	3	5	0.4900991976261138	0
agri_aa_oil__Oil_C200_C220	Zm00001d036981	gene_body	2	5	0.6148047506809236	0
agri_aa_oil__Oil_C200_C220	Zm00001d036981	promoter	2	5	0.5332538843154908	0
agri_aa_oil__Oil_C200_C220	Zm00001d009150	gene_body	2	5	0.5326929777860641	0
agri_aa_oil__Oil_C200_C220	Zm00001d036959	gene_body	2	5	0.43741293549537663	0
agri_aa_oil__Oil_C200_C220	Zm00001d009605	gene_body	2	5	0.41113254725933074	0
agri_aa_oil__Oil_C200_C220	Zm00001d036982	cis_window	1	5	0.6639718055725098	10
agri_aa_oil__Oil_C200_C220	Zm00001d036981	cis_window	1	5	0.5871315836906433	247
agri_aa_oil__Oil_C200_C220	Zm00001d009152	cis_window	1	5	0.5428525865077972	212
agri_aa_oil__Oil_C200_C220	Zm00001d009147	gene_body	1	5	0.5361314177513122	0
agri_aa_oil__Oil_C200_C220	Zm00001d036956	gene_body	1	5	0.5274253368377686	0
agri_aa_oil__Oil_C200_C220	Zm00001d009150	promoter	1	5	0.5248073101043701	0
agri_aa_oil__Oil_C200_C220	Zm00001d049511	gene_body	1	5	0.4995820939540863	0
agri_aa_oil__Oil_C200_C220	Zm00001d042555	gene_body	1	5	0.46029146313667296	0
agri_aa_oil__Oil_C200_C220	Zm00001d013603	gene_body	1	5	0.4574592709541321	0
agri_aa_oil__Oil_C200_C220	Zm00001d013849	cis_window	1	5	0.4410131394863129	5032
agri_aa_oil__Oil_C200_C220	Zm00001d049442	cis_window	1	5	0.4341230571269989	6677
agri_aa_oil__Oil_C200_C220	Zm00001d013983	nearest	1	5	0.4329372525215149	19540
agri_aa_oil__Oil_C200_C220	Zm00001d025421	cis_window	1	5	0.4300069272518158	1773
agri_aa_oil__Oil_C200_C220	Zm00001d013818	gene_body	1	5	0.4275826096534729	0
agri_aa_oil__Oil_C200_C220	Zm00001d053954	gene_body	1	5	0.4256768703460693	0
agri_aa_oil__Oil_C200_C220	Zm00001d027934	gene_body	1	5	0.4214697003364563	0
agri_aa_oil__Oil_C200_C220	Zm00001d049442	gene_body	1	5	0.42111666202545167	0
agri_aa_oil__Oil_C200_C220	Zm00001d052227	cis_window	1	5	0.41705814003944397	6066
agri_aa_oil__Oil_C200_C220	Zm00001d042812	gene_body	1	5	0.41556490659713746	0
agri_aa_oil__Oil_C200_C220	Zm00001d013958	gene_body	1	5	0.4138498842716217	0
agri_aa_oil__Oil_C200_C220	Zm00001d031002	gene_body	1	5	0.4133473038673401	0
agri_aa_oil__Oil_C200_C220	Zm00001d007784	gene_body	1	5	0.4097436308860779	0
agri_aa_oil__Oil_C200_C220	Zm00001d017365	gene_body	1	5	0.40686803460121157	0
agri_aa_oil__Oil_C200_C220	Zm00001d008883	gene_body	1	5	0.40593348145484925	0
agri_aa_oil__Oil_C200_C220	Zm00001d011519	gene_body	1	5	0.40546965003013613	0
agri_aa_oil__Oil_C200_C220	Zm00001d003724	nearest	1	5	0.40496488809585574	13804
agri_aa_oil__Oil_C200_C220	Zm00001d024995	promoter	1	5	0.40463287830352784	0
agri_aa_oil__Oil_C200_C220	Zm00001d023853	nearest	1	5	0.4046207070350647	165776
agri_aa_oil__Oil_C200_C220	Zm00001d013971	cis_window	1	5	0.40037100911140444	4103
agri_aa_oil__Oil_C20_0	Zm00001d036982	gene_body	4	5	0.5313662499189377	0
agri_aa_oil__Oil_C20_0	Zm00001d013984	gene_body	4	5	0.5036395564675331	0
agri_aa_oil__Oil_C20_0	Zm00001d013983	gene_body	3	5	0.5073007782300314	0
agri_aa_oil__Oil_C20_0	Zm00001d009150	gene_body	2	5	0.6081978440284729	0
agri_aa_oil__Oil_C20_0	Zm00001d036981	gene_body	2	5	0.54544095993042	0
agri_aa_oil__Oil_C20_0	Zm00001d013861	gene_body	2	5	0.49449281990528104	0
agri_aa_oil__Oil_C20_0	Zm00001d013868	gene_body	2	5	0.48229997754096987	0
agri_aa_oil__Oil_C20_0	Zm00001d009152	cis_window	1	5	0.6152953267097473	212
agri_aa_oil__Oil_C20_0	Zm00001d009147	gene_body	1	5	0.6063009738922119	0
agri_aa_oil__Oil_C20_0	Zm00001d009150	promoter	1	5	0.5944198608398438	0
agri_aa_oil__Oil_C20_0	Zm00001d036981	cis_window	1	5	0.5723526954650879	247
agri_aa_oil__Oil_C20_0	Zm00001d049442	gene_body	1	5	0.5626500368118286	0
agri_aa_oil__Oil_C20_0	Zm00001d049442	cis_window	1	5	0.5556762635707855	6677
agri_aa_oil__Oil_C20_0	Zm00001d036981	promoter	1	5	0.5507162690162659	0
agri_aa_oil__Oil_C20_0	Zm00001d013603	gene_body	1	5	0.5506209373474121	0
agri_aa_oil__Oil_C20_0	Zm00001d052227	cis_window	1	5	0.5384942770004273	6066
agri_aa_oil__Oil_C20_0	Zm00001d049511	gene_body	1	5	0.5378285706043243	0
agri_aa_oil__Oil_C20_0	Zm00001d013849	cis_window	1	5	0.534445071220398	5032
agri_aa_oil__Oil_C20_0	Zm00001d013767	gene_body	1	5	0.5227128803730011	0
agri_aa_oil__Oil_C20_0	Zm00001d025421	cis_window	1	5	0.5178112983703613	1773
agri_aa_oil__Oil_C20_0	Zm00001d036982	cis_window	1	5	0.5144210457801819	10
agri_aa_oil__Oil_C20_0	Zm00001d032887	gene_body	1	5	0.502803486585617	0
agri_aa_oil__Oil_C20_0	Zm00001d010175	gene_body	1	5	0.5003433167934418	0
agri_aa_oil__Oil_C20_0	Zm00001d027934	gene_body	1	5	0.4991927921772003	0
agri_aa_oil__Oil_C20_0	Zm00001d013765	cis_window	1	5	0.49390512704849243	1743
agri_aa_oil__Oil_C20_0	Zm00001d037015	gene_body	1	5	0.49346532821655276	0
agri_aa_oil__Oil_C20_0	Zm00001d013595	gene_body	1	5	0.4899522542953491	0
agri_aa_oil__Oil_C20_0	Zm00001d028995	gene_body	1	5	0.4867307245731354	0
agri_aa_oil__Oil_C20_0	Zm00001d053802	cis_window	1	5	0.48286257982254027	1172
agri_aa_oil__Oil_C20_0	Zm00001d013818	gene_body	1	5	0.48267640471458434	0
agri_aa_oil__Oil_C20_0	Zm00001d049551	cis_window	1	5	0.48199924230575564	302
agri_aa_oil__Oil_C20_0	Zm00001d042812	gene_body	1	5	0.4777859628200531	0
agri_aa_oil__Oil_C20_0	Zm00001d024995	promoter	1	5	0.47729204297065736	0
agri_aa_oil__Oil_C20_0	Zm00001d048903	cis_window	1	5	0.47462921142578124	143
agri_aa_oil__Oil_C20_0	Zm00001d023853	nearest	1	5	0.47131540179252623	165776
agri_aa_oil__Oil_C20_0	Zm00001d023703	promoter	1	5	0.47035154700279236	0
agri_aa_oil__Oil_C20_0	Zm00001d030002	nearest	1	5	0.46930575370788574	10934
agri_aa_oil__Oil_C20_0	Zm00001d008549	gene_body	1	5	0.46834176778793335	0
agri_aa_oil__Oil_C20_1	Zm00001d036982	gene_body	4	5	0.5619703829288483	0
agri_aa_oil__Oil_C20_1	Zm00001d013984	gene_body	3	5	0.5367865463097891	0
agri_aa_oil__Oil_C20_1	Zm00001d009150	gene_body	2	5	0.6105098843574523	0
agri_aa_oil__Oil_C20_1	Zm00001d036981	gene_body	2	5	0.5571474611759186	0
agri_aa_oil__Oil_C20_1	Zm00001d013983	gene_body	2	5	0.548019927740097	0
agri_aa_oil__Oil_C20_1	Zm00001d013861	gene_body	2	5	0.5132894366979599	0
agri_aa_oil__Oil_C20_1	Zm00001d027934	gene_body	2	5	0.5109043270349503	0
agri_aa_oil__Oil_C20_1	Zm00001d049442	cis_window	1	5	0.6228821635246277	6677
agri_aa_oil__Oil_C20_1	Zm00001d009147	gene_body	1	5	0.6085386395454406	0
agri_aa_oil__Oil_C20_1	Zm00001d009152	cis_window	1	5	0.6079547643661499	212
agri_aa_oil__Oil_C20_1	Zm00001d049442	gene_body	1	5	0.6016502022743225	0
agri_aa_oil__Oil_C20_1	Zm00001d009150	promoter	1	5	0.6002295613288879	0
agri_aa_oil__Oil_C20_1	Zm00001d013849	cis_window	1	5	0.5941886186599732	5032
agri_aa_oil__Oil_C20_1	Zm00001d013603	gene_body	1	5	0.5923052430152893	0
agri_aa_oil__Oil_C20_1	Zm00001d036981	cis_window	1	5	0.5838271737098694	247
agri_aa_oil__Oil_C20_1	Zm00001d036981	promoter	1	5	0.5712372541427613	0
agri_aa_oil__Oil_C20_1	Zm00001d013595	gene_body	1	5	0.5680172085762024	0
agri_aa_oil__Oil_C20_1	Zm00001d049511	gene_body	1	5	0.5631210625171661	0
agri_aa_oil__Oil_C20_1	Zm00001d025421	cis_window	1	5	0.5526723861694336	1773
agri_aa_oil__Oil_C20_1	Zm00001d052227	cis_window	1	5	0.5515273571014404	6066
agri_aa_oil__Oil_C20_1	Zm00001d013767	gene_body	1	5	0.5437667012214661	0
agri_aa_oil__Oil_C20_1	Zm00001d013765	cis_window	1	5	0.5370010733604431	1743
agri_aa_oil__Oil_C20_1	Zm00001d036982	cis_window	1	5	0.5363816857337952	10
agri_aa_oil__Oil_C20_1	Zm00001d032887	gene_body	1	5	0.5353066444396972	0
agri_aa_oil__Oil_C20_1	Zm00001d042812	gene_body	1	5	0.5323321402072907	0
agri_aa_oil__Oil_C20_1	Zm00001d028995	gene_body	1	5	0.5155101418495178	0
agri_aa_oil__Oil_C20_1	Zm00001d024995	promoter	1	5	0.5137181520462036	0
agri_aa_oil__Oil_C20_1	Zm00001d048903	cis_window	1	5	0.5130268514156342	143
agri_aa_oil__Oil_C20_1	Zm00001d005018	gene_body	1	5	0.5125963926315308	0
agri_aa_oil__Oil_C20_1	Zm00001d049551	cis_window	1	5	0.5110787630081177	302
agri_aa_oil__Oil_C20_1	Zm00001d021488	gene_body	1	5	0.5100725829601288	0
agri_aa_oil__Oil_C20_1	Zm00001d053802	cis_window	1	5	0.5087979078292847	1172
agri_aa_oil__Oil_C20_1	Zm00001d013818	gene_body	1	5	0.5084909200668335	0
agri_aa_oil__Oil_C20_1	Zm00001d041768	gene_body	1	5	0.5075171828269959	0
agri_aa_oil__Oil_C20_1	Zm00001d010175	gene_body	1	5	0.5069382429122925	0
agri_aa_oil__Oil_C20_1	Zm00001d023853	nearest	1	5	0.5031127750873565	165776
agri_aa_oil__Oil_C20_1	Zm00001d008883	gene_body	1	5	0.5012458920478821	0
agri_aa_oil__Oil_C20_1	Zm00001d013703	promoter	1	5	0.49926446080207826	0
agri_aa_oil__Oil_C20_1	Zm00001d030002	nearest	1	5	0.49907118678092954	10934
agri_aa_oil__Oil_C20_1	Zm00001d013868	gene_body	1	5	0.4967144727706909	0
agri_aa_oil__Oil_C22_0	Zm00001d036978	gene_body	3	5	0.31151682982842127	0
agri_aa_oil__Oil_C22_0	Zm00001d009150	gene_body	2	5	0.35773498713970187	0
agri_aa_oil__Oil_C22_0	Zm00001d049442	gene_body	1	5	0.3839798629283905	0
agri_aa_oil__Oil_C22_0	Zm00001d052227	cis_window	1	5	0.3616144835948944	6066
agri_aa_oil__Oil_C22_0	Zm00001d013767	gene_body	1	5	0.36083080172538756	0
agri_aa_oil__Oil_C22_0	Zm00001d049442	cis_window	1	5	0.3580376386642456	6677
agri_aa_oil__Oil_C22_0	Zm00001d009147	gene_body	1	5	0.35279570817947387	0
agri_aa_oil__Oil_C22_0	Zm00001d009152	cis_window	1	5	0.35236995220184325	212
agri_aa_oil__Oil_C22_0	Zm00001d025896	promoter	1	5	0.3475750982761383	0
agri_aa_oil__Oil_C22_0	Zm00001d013765	cis_window	1	5	0.34628100991249083	1743
agri_aa_oil__Oil_C22_0	Zm00001d006884	gene_body	1	5	0.3456119179725647	0
agri_aa_oil__Oil_C22_0	Zm00001d036949	nearest	1	5	0.3446227550506592	38851
agri_aa_oil__Oil_C22_0	Zm00001d032887	gene_body	1	5	0.33965065479278567	0
agri_aa_oil__Oil_C22_0	Zm00001d053801	gene_body	1	5	0.3352936267852783	0
agri_aa_oil__Oil_C22_0	Zm00001d003939	gene_body	1	5	0.33343020677566526	0
agri_aa_oil__Oil_C22_0	Zm00001d010175	gene_body	1	5	0.3328234672546387	0
agri_aa_oil__Oil_C22_0	Zm00001d036978	nearest	1	5	0.33014612793922427	17431
agri_aa_oil__Oil_C22_0	Zm00001d051556	cis_window	1	5	0.3238557815551758	425
agri_aa_oil__Oil_C22_0	Zm00001d016228	nearest	1	5	0.3147719740867615	15445
agri_aa_oil__Oil_C22_0	Zm00001d036784	gene_body	1	5	0.31461580395698546	0
agri_aa_oil__Oil_C22_0	Zm00001d028267	gene_body	1	5	0.3099948763847351	0
agri_aa_oil__Oil_C22_0	Zm00001d051552	gene_body	2	4	0.33508171513676643	0
agri_aa_oil__Oil_C22_0	Zm00001d009150	promoter	1	4	0.3652842715382576	0
agri_aa_oil__Oil_C22_0	Zm00001d013603	gene_body	1	4	0.34448470175266266	0
agri_aa_oil__Oil_C22_0	Zm00001d037004	gene_body	1	4	0.33653370290994644	0
agri_aa_oil__Oil_C22_0	Zm00001d002834	gene_body	1	4	0.3240375369787216	0
agri_aa_oil__Oil_C22_0	Zm00001d031194	gene_body	1	4	0.32138896733522415	0
agri_aa_oil__Oil_C22_0	Zm00001d051370	cis_window	1	4	0.3197094425559044	100
agri_aa_oil__Oil_C22_0	Zm00001d044752	gene_body	1	4	0.3190927505493164	0
agri_aa_oil__Oil_C22_0	Zm00001d013861	gene_body	1	4	0.31843351572752	0
agri_aa_oil__Oil_C22_0	Zm00001d037015	gene_body	1	4	0.31760966032743454	0
agri_aa_oil__Oil_C22_0	Zm00001d030002	nearest	1	4	0.3154257535934448	10934
agri_aa_oil__Oil_C22_0	Zm00001d032156	gene_body	1	4	0.31249116361141205	0
agri_aa_oil__Oil_C22_0	Zm00001d037058	gene_body	1	4	0.3116811215877533	0
agri_aa_oil__Oil_C22_0	Zm00001d013652	gene_body	1	4	0.3101407513022423	0
agri_aa_oil__Oil_C22_0	Zm00001d049952	cis_window	1	4	0.30843762308359146	262
agri_aa_oil__Oil_C22_0	Zm00001d049551	cis_window	1	4	0.30813270807266235	302
agri_aa_oil__Oil_C22_0	Zm00001d042972	gene_body	1	4	0.3063392788171768	0
agri_aa_oil__Oil_C22_0	Zm00001d016229	cis_window	1	4	0.3061705082654953	4149
agri_aa_oil__Oil_C22_0	Zm00001d036977	gene_body	1	4	0.30302800983190536	0
agri_aa_oil__Oil_C22_0	Zm00001d011068	cis_window	1	4	0.29746437072753906	371
agri_aa_oil__Oil_C22_0	Zm00001d002896	gene_body	1	4	0.2967454344034195	0
agri_aa_oil__Oil_C22_0	Zm00001d012165	gene_body	1	3	0.34602545698483783	0
agri_aa_oil__Oil_C22_0	Zm00001d028995	gene_body	1	3	0.34356021881103516	0
agri_aa_oil__Oil_C22_0	Zm00001d041768	gene_body	1	3	0.3428178131580353	0
agri_aa_oil__Oil_C22_0	Zm00001d053802	cis_window	1	3	0.3414939244588216	1172
agri_aa_oil__Oil_C24_0P	Zm00001d036982	gene_body	4	5	0.5099864080548286	0
agri_aa_oil__Oil_C24_0P	Zm00001d013984	gene_body	4	5	0.3498188778758049	0
agri_aa_oil__Oil_C24_0P	Zm00001d036981	promoter	3	5	0.4198359727859497	0
agri_aa_oil__Oil_C24_0P	Zm00001d013983	gene_body	3	5	0.345742126305898	0
agri_aa_oil__Oil_C24_0P	Zm00001d036560	cis_window	3	5	0.3439415593942006	597
agri_aa_oil__Oil_C24_0P	Zm00001d036981	gene_body	2	5	0.4572594970464706	0
agri_aa_oil__Oil_C24_0P	Zm00001d036959	gene_body	2	5	0.3601905643939972	0
agri_aa_oil__Oil_C24_0P	Zm00001d009150	gene_body	2	5	0.35226218104362483	0
agri_aa_oil__Oil_C24_0P	Zm00001d031002	gene_body	2	5	0.3474337667226791	0
agri_aa_oil__Oil_C24_0P	Zm00001d036982	cis_window	1	5	0.5068803608417511	10
agri_aa_oil__Oil_C24_0P	Zm00001d036981	cis_window	1	5	0.4164751827716827	247
agri_aa_oil__Oil_C24_0P	Zm00001d036956	gene_body	1	5	0.3968518912792206	0
agri_aa_oil__Oil_C24_0P	Zm00001d052227	cis_window	1	5	0.36639577746391294	6066
agri_aa_oil__Oil_C24_0P	Zm00001d049442	cis_window	1	5	0.36263365149497984	6677
agri_aa_oil__Oil_C24_0P	Zm00001d009147	gene_body	1	5	0.3566408336162567	0
agri_aa_oil__Oil_C24_0P	Zm00001d009150	promoter	1	5	0.35331231355667114	0
agri_aa_oil__Oil_C24_0P	Zm00001d009152	cis_window	1	5	0.3516554534435272	212
agri_aa_oil__Oil_C24_0P	Zm00001d049511	gene_body	1	5	0.3514831006526947	0
agri_aa_oil__Oil_C24_0P	Zm00001d036956	cis_window	1	5	0.34835875034332275	3292
agri_aa_oil__Oil_C24_0P	Zm00001d027934	gene_body	1	5	0.34786432385444643	0
agri_aa_oil__Oil_C24_0P	Zm00001d052189	cis_window	1	5	0.34308494329452516	749
agri_aa_oil__Oil_C24_0P	Zm00001d013818	gene_body	1	5	0.3416240274906158	0
agri_aa_oil__Oil_C24_0P	Zm00001d013644	gene_body	1	5	0.3407535433769226	0
agri_aa_oil__Oil_C24_0P	Zm00001d036560	gene_body	1	5	0.33431183695793154	0
agri_aa_oil__Oil_C24_0P	Zm00001d031005	gene_body	1	5	0.33235962986946105	0
agri_aa_oil__Oil_C24_0P	Zm00001d036564	cis_window	1	5	0.3322140634059906	1129
agri_aa_oil__Oil_C24_0P	Zm00001d005972	cis_window	1	5	0.32916860580444335	3638
agri_aa_oil__Oil_C24_0P	Zm00001d036829	gene_body	1	5	0.3278067231178284	0
agri_aa_oil__Oil_C24_0P	Zm00001d009653	nearest	1	5	0.3273993968963623	88055
agri_aa_oil__Oil_C24_0P	Zm00001d049442	gene_body	1	5	0.32694220542907715	0
agri_aa_oil__Oil_C24_0P	Zm00001d013849	cis_window	1	5	0.3241335988044739	5032
agri_aa_oil__Oil_C24_0P	Zm00001d036983	nearest	1	5	0.3239445090293884	20173
agri_aa_oil__Oil_C24_0P	Zm00001d036558	nearest	1	5	0.32323651313781737	51941
agri_aa_oil__Oil_C24_0P	Zm00001d042812	cis_window	1	5	0.3220039427280426	61
agri_aa_oil__Oil_OIL	Zm00001d036982	gene_body	4	5	0.6126689791679383	0
agri_aa_oil__Oil_OIL	Zm00001d013984	gene_body	4	5	0.6043888717889786	0
agri_aa_oil__Oil_OIL	Zm00001d013983	gene_body	3	5	0.5999848445256551	0
agri_aa_oil__Oil_OIL	Zm00001d009150	gene_body	2	5	0.6835305213928222	0
agri_aa_oil__Oil_OIL	Zm00001d036981	gene_body	2	5	0.6232494413852692	0
agri_aa_oil__Oil_OIL	Zm00001d027934	gene_body	2	5	0.5798118114471436	0
agri_aa_oil__Oil_OIL	Zm00001d013861	gene_body	2	5	0.5624808847904206	0
agri_aa_oil__Oil_OIL	Zm00001d013868	gene_body	2	5	0.5583977162837982	0
agri_aa_oil__Oil_OIL	Zm00001d009147	gene_body	1	5	0.6859373688697815	0
agri_aa_oil__Oil_OIL	Zm00001d009152	cis_window	1	5	0.6820136666297912	212
agri_aa_oil__Oil_OIL	Zm00001d009150	promoter	1	5	0.6811700582504272	0
agri_aa_oil__Oil_OIL	Zm00001d049442	cis_window	1	5	0.6579224705696106	6677
agri_aa_oil__Oil_OIL	Zm00001d013849	cis_window	1	5	0.6543684601783752	5032
agri_aa_oil__Oil_OIL	Zm00001d036981	cis_window	1	5	0.6518006205558777	247
agri_aa_oil__Oil_OIL	Zm00001d049442	gene_body	1	5	0.6434103846549988	0
agri_aa_oil__Oil_OIL	Zm00001d049511	gene_body	1	5	0.641942310333252	0
agri_aa_oil__Oil_OIL	Zm00001d013603	gene_body	1	5	0.6320685029029847	0
agri_aa_oil__Oil_OIL	Zm00001d036981	promoter	1	5	0.6261093139648437	0
agri_aa_oil__Oil_OIL	Zm00001d013595	gene_body	1	5	0.6185442328453064	0
agri_aa_oil__Oil_OIL	Zm00001d052227	cis_window	1	5	0.5976241946220398	6066
agri_aa_oil__Oil_OIL	Zm00001d025421	cis_window	1	5	0.5954084634780884	1773
agri_aa_oil__Oil_OIL	Zm00001d036982	cis_window	1	5	0.5939992904663086	10
agri_aa_oil__Oil_OIL	Zm00001d008883	gene_body	1	5	0.5843029260635376	0
agri_aa_oil__Oil_OIL	Zm00001d028995	gene_body	1	5	0.5837343096733093	0
agri_aa_oil__Oil_OIL	Zm00001d013818	gene_body	1	5	0.5782232284545898	0
agri_aa_oil__Oil_OIL	Zm00001d049551	cis_window	1	5	0.5702943921089172	302
agri_aa_oil__Oil_OIL	Zm00001d042812	gene_body	1	5	0.5669067084789277	0
agri_aa_oil__Oil_OIL	Zm00001d013767	gene_body	1	5	0.5659303426742553	0
agri_aa_oil__Oil_OIL	Zm00001d005018	gene_body	1	5	0.5624884247779847	0
agri_aa_oil__Oil_OIL	Zm00001d023703	promoter	1	5	0.5622430562973022	0
agri_aa_oil__Oil_OIL	Zm00001d024995	promoter	1	5	0.5585989832878113	0
agri_aa_oil__Oil_OIL	Zm00001d021162	gene_body	1	5	0.5580260157585144	0
agri_aa_oil__Oil_OIL	Zm00001d023853	nearest	1	5	0.5564628481864929	165776
agri_aa_oil__Oil_OIL	Zm00001d048903	cis_window	1	5	0.5558470964431763	143
agri_aa_oil__Oil_OIL	Zm00001d031002	gene_body	1	5	0.5549722790718079	0
agri_aa_oil__Oil_OIL	Zm00001d010175	gene_body	1	5	0.5539924263954162	0
agri_aa_oil__Oil_OIL	Zm00001d030002	nearest	1	5	0.5502667665481568	10934
agri_aa_oil__kernellength	Zm00001d047813	cis_window	1	5	0.4784873366355896	7185
agri_aa_oil__kernellength	Zm00001d036947	gene_body	1	5	0.4385246455669403	0
agri_aa_oil__kernellength	Zm00001d052405	gene_body	1	5	0.43510900139808656	0
agri_aa_oil__kernellength	Zm00001d049683	gene_body	1	5	0.43293729424476624	0
agri_aa_oil__kernellength	Zm00001d036971	gene_body	1	5	0.43083946108818055	0
agri_aa_oil__kernellength	Zm00001d043855	gene_body	1	5	0.4293042540550232	0
agri_aa_oil__kernellength	Zm00001d011218	nearest	1	5	0.4283061265945435	15417
agri_aa_oil__kernellength	Zm00001d017384	promoter	1	5	0.41980365514755247	0
agri_aa_oil__kernellength	Zm00001d052939	gene_body	1	5	0.4158662140369415	0
agri_aa_oil__kernellength	Zm00001d011104	gene_body	1	5	0.41195334792137145	0
agri_aa_oil__kernellength	Zm00001d017413	nearest	1	5	0.4115243196487427	54683
agri_aa_oil__kernellength	Zm00001d018477	gene_body	1	5	0.41115697026252745	0
agri_aa_oil__kernellength	Zm00001d036647	gene_body	1	5	0.4098722696304321	0
agri_aa_oil__kernellength	Zm00001d011218	cis_window	1	5	0.409762442111969	1032
agri_aa_oil__kernellength	Zm00001d017140	gene_body	1	5	0.40940905809402467	0
agri_aa_oil__kernellength	Zm00001d002136	cis_window	1	5	0.4066670000553131	4998
agri_aa_oil__kernellength	Zm00001d036989	gene_body	1	5	0.4048449993133545	0
agri_aa_oil__kernellength	Zm00001d031841	cis_window	1	5	0.40138971209526064	4287
agri_aa_oil__kernellength	Zm00001d043800	gene_body	1	5	0.399507075548172	0
agri_aa_oil__kernellength	Zm00001d017077	nearest	1	5	0.39784400463104247	52491
agri_aa_oil__kernellength	Zm00001d049677	gene_body	1	5	0.3976681649684906	0
agri_aa_oil__kernellength	Zm00001d053778	gene_body	1	5	0.3899425148963928	0
agri_aa_oil__kernellength	Zm00001d049588	gene_body	2	4	0.4025049991905689	0
agri_aa_oil__kernellength	Zm00001d011605	gene_body	2	4	0.3989092782139778	0
agri_aa_oil__kernellength	Zm00001d038128	gene_body	2	4	0.39548349380493164	0
agri_aa_oil__kernellength	Zm00001d051529	gene_body	1	4	0.4234790876507759	0
agri_aa_oil__kernellength	Zm00001d047719	gene_body	1	4	0.4149542525410652	0
agri_aa_oil__kernellength	Zm00001d012081	promoter	1	4	0.4107554629445076	0
agri_aa_oil__kernellength	Zm00001d051773	nearest	1	4	0.4077649563550949	59515
agri_aa_oil__kernellength	Zm00001d038130	cis_window	1	4	0.4042193293571472	5557
agri_aa_oil__kernellength	Zm00001d017383	gene_body	1	4	0.4018380641937256	0
agri_aa_oil__kernellength	Zm00001d011217	cis_window	1	4	0.4014297425746918	262
agri_aa_oil__kernellength	Zm00001d036738	gene_body	1	4	0.39550644159317017	0
agri_aa_oil__kernellength	Zm00001d015311	cis_window	1	4	0.3950249031186104	152
agri_aa_oil__kernellength	Zm00001d049637	cis_window	1	4	0.39470958709716797	1680
agri_aa_oil__kernellength	Zm00001d038730	gene_body	1	4	0.39276697486639023	0
agri_aa_oil__kernellength	Zm00001d051761	gene_body	1	4	0.39212387800216675	0
agri_aa_oil__kernellength	Zm00001d017084	gene_body	1	4	0.3919752240180969	0
agri_aa_oil__kernellength	Zm00001d036659	cis_window	1	4	0.39091823995113373	3077
agri_aa_oil__kernellength	Zm00001d016854	gene_body	1	4	0.3893294855952263	0
agri_aa_oil__kernellength	Zm00001d045605	gene_body	1	4	0.38847068697214127	0
agri_aa_oil__kernellength	Zm00001d049687	nearest	1	4	0.38746803998947144	102927
agri_aa_oil__kernellength	Zm00001d002350	gene_body	1	4	0.38496754318475723	0
agri_aa_oil__kernellength	Zm00001d052953	gene_body	1	4	0.38466743379831314	0
agri_aa_oil__kernellength	Zm00001d019538	nearest	1	4	0.3798547685146332	52868
agri_aa_oil__kernellength	Zm00001d038127	gene_body	1	4	0.3785995841026306	0
agri_aa_oil__kernellength	Zm00001d037321	gene_body	1	4	0.3778568506240845	0
