trait	feature	selected_seeds	mean_coefficient	mean_abs_coefficient	context	region_type	gene_id	chrom	start_1based	end_1based	strand	variance_rank_within_combo	variance	missing_fraction_before_impute
agri_aa_oil__Kernernumberperrow	methwin__mCHG__cis__Zm00001d007840	1	0.0027224236944032457	0.0027224236944032457	mCHG	cis	Zm00001d007840	2	240624534	240627667	+	7	0.1708936244249344	0.0
agri_aa_oil__Kernernumberperrow	methwin__mCHG__gene__Zm00001d049992	1	0.002700959164800289	0.002700959164800289	mCHG	gene	Zm00001d049992	4	58236968	58238266	-	371	0.10542481392621994	0.0
agri_aa_oil__Kernernumberperrow	methwin__mCHG__promoter__Zm00001d049992	1	0.002680313714624771	0.002680313714624771	mCHG	promoter	Zm00001d049992	4	58236968	58238266	-	394	0.10542481392621994	0.0
agri_aa_oil__Kernernumberperrow	methwin__mCHG__promoter__Zm00001d034380	1	-0.0025544229187078426	0.0025544229187078426	mCHG	promoter	Zm00001d034380	1	291356414	291359823	+	471	0.10154611617326736	0.0
agri_aa_oil__Kernernumberperrow	methwin__mCHG__cis__Zm00001d005379	1	0.002483072804494276	0.002483072804494276	mCHG	cis	Zm00001d005379	2	171672039	171672263	-	185	0.13776664435863495	0.0
agri_aa_oil__Kernernumberperrow	methwin__mCHG__gene__Zm00001d005380	1	0.002473893665832688	0.002473893665832688	mCHG	gene	Zm00001d005380	2	171672859	171673083	-	63	0.13776664435863495	0.0
agri_aa_oil__Kernernumberperrow	methwin__mCHG__cis__Zm00001d005380	1	0.0024414699840095075	0.0024414699840095075	mCHG	cis	Zm00001d005380	2	171672859	171673083	-	184	0.13776664435863495	0.0
agri_aa_oil__Kernernumberperrow	methwin__mCHG__promoter__Zm00001d005380	1	0.002400196538883241	0.002400196538883241	mCHG	promoter	Zm00001d005380	2	171672859	171673083	-	53	0.13776664435863495	0.0
agri_aa_oil__Kernernumberperrow	methwin__mCHG__promoter__Zm00001d005379	1	0.002370306877481339	0.002370306877481339	mCHG	promoter	Zm00001d005379	2	171672039	171672263	-	54	0.13776664435863495	0.0
agri_aa_oil__Kernernumberperrow	methwin__mCG__gene__Zm00001d042928	1	0.002224774631655238	0.002224774631655238	mCG	gene	Zm00001d042928	3	184228947	184230086	-	421	0.12870079278945923	0.0
agri_aa_oil__Kernernumberperrow	methwin__mCHG__cis__Zm00001d022161	1	-0.0021211033299956806	0.0021211033299956806	mCHG	cis	Zm00001d022161	7	171452423	171456738	+	73	0.14796893298625946	0.0
agri_aa_oil__Kernernumberperrow	methwin__mCHG__cis__Zm00001d022162	1	-0.002117309868766632	0.002117309868766632	mCHG	cis	Zm00001d022162	7	171464532	171465117	-	74	0.14796893298625946	0.0
agri_aa_oil__Kernernumberperrow	methwin__mCHG__promoter__Zm00001d031291	1	-0.002105135467439852	0.002105135467439852	mCHG	promoter	Zm00001d031291	1	185472894	185477491	+	73	0.1340131163597107	0.0
agri_aa_oil__Kernernumberperrow	methwin__mCHH__gene__Zm00001d051183	1	-0.002038915579954791	0.002038915579954791	mCHH	gene	Zm00001d051183	4	147599308	147617964	-	188	0.0077109443955123425	0.0
agri_aa_oil__Kernernumberperrow	methwin__mCHH__gene__Zm00001d036825	1	0.0018644715986242213	0.0018644715986242213	mCHH	gene	Zm00001d036825	6	102823171	102829865	+	343	0.0048180450685322285	0.0
agri_aa_oil__Kernernumberperrow	methwin__mCHG__gene__Zm00001d041801	1	-0.0016855018843686311	0.0016855018843686311	mCHG	gene	Zm00001d041801	3	138805652	138811523	+	154	0.12408708781003952	0.0
agri_aa_oil__Kernernumberperrow	methwin__mCHG__promoter__Zm00001d041801	1	-0.0016774245578961924	0.0016774245578961924	mCHG	promoter	Zm00001d041801	3	138805652	138811523	+	143	0.12408708781003952	0.0
agri_aa_oil__Kernernumberperrow	methwin__mCHH__cis__Zm00001d047689	1	0.0012443226238805472	0.0012443226238805472	mCHH	cis	Zm00001d047689	9	139363842	139370232	+	343	0.026774214580655098	0.0
agri_aa_oil__Kernernumberperrow	methwin__mCHH__cis__Zm00001d047688	1	0.0012441435187900039	0.0012441435187900039	mCHH	cis	Zm00001d047688	9	139359602	139363816	-	342	0.026774214580655098	0.0
agri_aa_oil__Kernernumberperrow	methwin__mCHH__cis__Zm00001d047687	1	0.001243941025990278	0.001243941025990278	mCHH	cis	Zm00001d047687	9	139353622	139355151	+	341	0.026774214580655098	0.0
agri_aa_oil__Kernernumberperrow	methwin__mCHH__promoter__Zm00001d053082	1	-0.001242245156133569	0.001242245156133569	mCHH	promoter	Zm00001d053082	4	212908487	212917385	+	249	0.01860208436846733	0.0
agri_aa_oil__Kernernumberperrow	methwin__mCHG__cis__Zm00001d018832	1	-0.0010319077686391754	0.0010319077686391754	mCHG	cis	Zm00001d018832	7	6806891	6808735	-	259	0.1334497034549713	0.0
agri_aa_oil__Kernernumberperrow	methwin__mCHG__cis__Zm00001d018833	1	-0.001026467629029661	0.001026467629029661	mCHG	cis	Zm00001d018833	7	6810811	6812651	-	258	0.1334497034549713	0.0
agri_aa_oil__Kernernumberperrow	methwin__mCHG__cis__Zm00001d018831	1	-0.0010125291697523151	0.0010125291697523151	mCHG	cis	Zm00001d018831	7	6794486	6806370	+	260	0.1334497034549713	0.0
agri_aa_oil__Kernernumberperrow	methwin__mCG__gene__Zm00001d051715	1	-0.0009158357141357996	0.0009158357141357996	mCG	gene	Zm00001d051715	4	167838922	167839828	-	376	0.1318456083536148	0.0
agri_aa_oil__Kernernumberperrow	methwin__mCHH__promoter__Zm00001d037249	1	-0.0008050521379584134	0.0008050521379584134	mCHH	promoter	Zm00001d037249	6	117988295	117990111	-	275	0.017133159562945366	0.0
agri_aa_oil__Kernernumberperrow	methwin__mCHH__cis__Zm00001d002781	1	-0.0005412665733387407	0.0005412665733387407	mCHH	cis	Zm00001d002781	2	22563741	22576668	+	22	0.06518257409334183	0.0
agri_aa_oil__Kernernumberperrow	methwin__mCHH__gene__Zm00001d002781	1	-0.0005342894596703662	0.0005342894596703662	mCHH	gene	Zm00001d002781	2	22563741	22576668	+	2	0.06518257409334183	0.0
agri_aa_oil__Kernernumberperrow	methwin__mCHH__cis__Zm00001d002782	1	-0.0005293928208075628	0.0005293928208075628	mCHH	cis	Zm00001d002782	2	22573347	22574486	+	23	0.06518257409334183	0.0
agri_aa_oil__Kernernumberperrow	methwin__mCHH__promoter__Zm00001d002782	1	-0.0005214925838362722	0.0005214925838362722	mCHH	promoter	Zm00001d002782	2	22573347	22574486	+	10	0.06518257409334183	0.0
agri_aa_oil__Kernernumberperrow	methwin__mCHH__cis__Zm00001d002794	1	-0.00042911583670095395	0.00042911583670095395	mCHH	cis	Zm00001d002794	2	22815199	22820094	-	449	0.023328881710767746	0.0
agri_aa_oil__Kernernumberperrow	methwin__mCHH__cis__Zm00001d002796	1	-0.0004265995559333464	0.0004265995559333464	mCHH	cis	Zm00001d002796	2	22828445	22832747	-	450	0.023328881710767746	0.0
agri_aa_oil__Kernernumberperrow	methwin__mCG__cis__Zm00001d025615	1	-0.0002984107821860627	0.0002984107821860627	mCG	cis	Zm00001d025615	10	123993115	123994083	-	269	0.16500191390514374	0.0
agri_aa_oil__Kernernumberperrow	methwin__mCHG__promoter__Zm00001d048939	1	0.00021651013281599065	0.00021651013281599065	mCHG	promoter	Zm00001d048939	4	9751743	9752306	+	165	0.122111976146698	0.0
agri_aa_oil__Kernernumberperrow	methwin__mCHH__promoter__Zm00001d004053	1	5.898942406598135e-05	5.898942406598135e-05	mCHH	promoter	Zm00001d004053	2	79773043	79793069	+	208	0.02165331318974495	0.0
agri_aa_oil__Kernernumberperrow	methwin__mCG__promoter__Zm00001d041801	1	-2.5275152071364386e-05	2.5275152071364386e-05	mCG	promoter	Zm00001d041801	3	138805652	138811523	+	426	0.13779300451278687	0.0
agri_aa_oil__Kernernumberperrow	methwin__mCHH__cis__Zm00001d012429	1	1.0943836848460002e-06	1.0943836848460002e-06	mCHH	cis	Zm00001d012429	8	174355901	174357929	-	415	0.024251142516732216	0.0
agri_aa_oil__Kernernumberperrow	methwin__mCHH__cis__Zm00001d012431	1	6.984167236269378e-07	6.984167236269378e-07	mCHH	cis	Zm00001d012431	8	174365005	174365895	-	416	0.024251142516732216	0.0
agri_aa_oil__Kernernumberperrow	methwin__mCG__gene__Zm00001d041801	1	-4.3249873153817894e-07	4.3249873153817894e-07	mCG	gene	Zm00001d041801	3	138805652	138811523	+	310	0.13779300451278687	0.0
agri_aa_oil__Kernernumberperrow	methwin__mCHH__promoter__Zm00001d012430	1	3.3035573501315536e-07	3.3035573501315536e-07	mCHH	promoter	Zm00001d012430	8	174360496	174361131	+	170	0.024251142516732216	0.0
agri_aa_oil__Kernernumberperrow	methwin__mCHH__promoter__Zm00001d012429	1	9.546183197445437e-08	9.546183197445437e-08	mCHH	promoter	Zm00001d012429	8	174355901	174357929	-	169	0.024251142516732216	0.0
agri_aa_oil__Kernernumberperrow	methwin__mCHH__cis__Zm00001d012430	1	2.6775865988808327e-08	2.6775865988808327e-08	mCHH	cis	Zm00001d012430	8	174360496	174361131	+	417	0.024251142516732216	0.0
agri_aa_oil__Oil_C16_1	methwin__mCG__gene__Zm00001d006404	5	-0.0552558628390151	0.0552558628390151	mCG	gene	Zm00001d006404	2	206800179	206801074	+	360	0.13336938619613647	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHG__gene__Zm00001d011105	5	-0.031290461180302306	0.031290461180302306	mCHG	gene	Zm00001d011105	8	139096722	139098059	-	176	0.12065449357032776	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHG__promoter__Zm00001d011107	5	-0.03129030545843463	0.03129030545843463	mCHG	promoter	Zm00001d011107	8	139097487	139098598	+	185	0.12065449357032776	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHH__promoter__Zm00001d046626	5	0.02962102149146186	0.02962102149146186	mCHH	promoter	Zm00001d046626	9	99598556	99602330	+	13	0.06164690479636192	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHH__cis__Zm00001d046626	5	0.029620322570806334	0.029620322570806334	mCHH	cis	Zm00001d046626	9	99598556	99602330	+	28	0.06164690479636192	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHH__cis__Zm00001d046627	5	0.029620210781877564	0.029620210781877564	mCHH	cis	Zm00001d046627	9	99606470	99609464	+	27	0.06164690479636192	0.0
agri_aa_oil__Oil_C16_1	methwin__mCG__gene__Zm00001d050254	5	-0.028741858750647366	0.028741858750647366	mCG	gene	Zm00001d050254	4	76616970	76627079	+	401	0.13043105602264404	0.0
agri_aa_oil__Oil_C16_1	methwin__mCG__cis__Zm00001d041565	5	-0.024243520008358964	0.024243520008358964	mCG	cis	Zm00001d041565	3	127284443	127285976	+	392	0.15978552401065826	0.0
agri_aa_oil__Oil_C16_1	methwin__mCG__promoter__Zm00001d037768	5	0.020324554960803192	0.020324554960803192	mCG	promoter	Zm00001d037768	6	136796927	136798665	-	300	0.14650744199752808	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHH__cis__Zm00001d025589	5	0.014789776525632153	0.014789776525632153	mCHH	cis	Zm00001d025589	10	123303091	123307977	-	20	0.06703244894742966	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHH__cis__Zm00001d025588	5	0.014787486370010077	0.014787486370010077	mCHH	cis	Zm00001d025588	10	123299914	123302351	-	19	0.06703244894742966	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHH__cis__Zm00001d025587	5	0.01478644054004739	0.01478644054004739	mCHH	cis	Zm00001d025587	10	123297388	123299277	-	21	0.06703244894742966	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHH__promoter__Zm00001d025589	5	0.014784521549766944	0.014784521549766944	mCHH	promoter	Zm00001d025589	10	123303091	123307977	-	9	0.06703244894742966	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHG__cis__Zm00001d037158	5	0.006019564933316268	0.006019564933316268	mCHG	cis	Zm00001d037158	6	114233341	114234231	+	95	0.1450468897819519	0.0
agri_aa_oil__Oil_C16_1	methwin__mCG__gene__Zm00001d009013	4	-0.04268434701842208	0.04268434701842208	mCG	gene	Zm00001d009013	8	30167000	30168835	-	461	0.12575295567512512	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHG__promoter__Zm00001d052520	4	-0.04251031485946104	0.04251031485946104	mCHG	promoter	Zm00001d052520	4	191984692	191985651	+	225	0.11719036102294922	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHH__promoter__Zm00001d020323	4	0.040348136355441586	0.040348136355441586	mCHH	promoter	Zm00001d020323	7	106545162	106546385	+	231	0.01993299461901188	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHH__cis__Zm00001d036564	4	-0.03214242939396275	0.03214242939396275	mCHH	cis	Zm00001d036564	6	92506962	92508996	-	85	0.04469054192304611	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHH__promoter__Zm00001d036564	4	-0.03214170450376822	0.03214170450376822	mCHH	promoter	Zm00001d036564	6	92506962	92508996	-	38	0.04469054192304611	0.0
agri_aa_oil__Oil_C16_1	methwin__mCG__promoter__Zm00001d003791	4	-0.03129694254803136	0.03129694254803136	mCG	promoter	Zm00001d003791	2	59470932	59473694	-	22	0.18583939969539642	0.0
agri_aa_oil__Oil_C16_1	methwin__mCG__cis__Zm00001d003791	4	-0.031296674709440586	0.031296674709440586	mCG	cis	Zm00001d003791	2	59470932	59473694	-	50	0.18583939969539642	0.0
agri_aa_oil__Oil_C16_1	methwin__mCG__promoter__Zm00001d029071	4	-0.02864007705601939	0.02864007705601939	mCG	promoter	Zm00001d029071	1	57045275	57045843	+	414	0.13839122653007507	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHG__gene__Zm00001d011300	4	-0.020634279182769538	0.020634279182769538	mCHG	gene	Zm00001d011300	8	146136810	146145088	-	281	0.11232269555330276	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHH__cis__Zm00001d025980	4	-0.01642598311595583	0.01642598311595583	mCHH	cis	Zm00001d025980	10	135233565	135243356	-	49	0.05008656531572342	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHH__gene__Zm00001d025980	4	-0.016423522662184168	0.016423522662184168	mCHH	gene	Zm00001d025980	10	135233565	135243356	-	7	0.05008656531572342	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHH__gene__Zm00001d018731	3	0.07298132084475424	0.07298132084475424	mCHH	gene	Zm00001d018731	7	3330940	3335717	+	127	0.009950662031769753	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHH__cis__Zm00001d024486	3	0.053370314886796055	0.053370314886796055	mCHH	cis	Zm00001d024486	10	73708902	73712703	-	261	0.030276581645011902	0.0
agri_aa_oil__Oil_C16_1	methwin__mCG__promoter__Zm00001d052230	3	0.05281292561656395	0.05281292561656395	mCG	promoter	Zm00001d052230	4	184114356	184118862	+	446	0.13628001511096954	0.0
agri_aa_oil__Oil_C16_1	methwin__mCG__gene__Zm00001d043469	3	0.04251666098132823	0.04251666098132823	mCG	gene	Zm00001d043469	3	201083349	201088576	-	356	0.13378237187862396	0.0
agri_aa_oil__Oil_C16_1	methwin__mCG__gene__Zm00001d002086	3	0.040070789905982715	0.040070789905982715	mCG	gene	Zm00001d002086	2	5771336	5775212	+	301	0.1382223218679428	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHG__promoter__Zm00001d004366	3	0.033831084051717385	0.033831084051717385	mCHG	promoter	Zm00001d004366	2	106628660	106630400	-	221	0.11756130307912827	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHH__gene__Zm00001d030554	3	0.03255608857756032	0.03255608857756032	mCHH	gene	Zm00001d030554	1	143495759	143510908	-	169	0.008125745691359043	0.0
agri_aa_oil__Oil_C16_1	methwin__mCG__cis__Zm00001d030591	3	-0.030580457177780764	0.030580457177780764	mCG	cis	Zm00001d030591	1	146989290	146991727	+	410	0.15905727446079254	0.0
agri_aa_oil__Oil_C16_1	methwin__mCG__cis__Zm00001d053245	3	0.028955451271518787	0.028955451271518787	mCG	cis	Zm00001d053245	4	221815416	221833216	-	56	0.1826561540365219	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHH__promoter__Zm00001d024505	3	0.028874993899755907	0.028874993899755907	mCHH	promoter	Zm00001d024505	10	74756584	74774103	+	293	0.016416169703006744	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHH__promoter__Zm00001d023732	3	0.02515521201170119	0.02515521201170119	mCHH	promoter	Zm00001d023732	10	17744759	17761320	+	203	0.021851273253560066	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHH__cis__Zm00001d049242	3	-0.024653051477553405	0.024653051477553405	mCHH	cis	Zm00001d049242	4	22485112	22485966	+	107	0.04085427522659302	0.0
agri_aa_oil__Oil_C16_1	methwin__mCG__cis__Zm00001d049848	3	-0.02390696008196548	0.02390696008196548	mCG	cis	Zm00001d049848	4	47630938	47634078	+	111	0.17689985036849976	0.0
agri_aa_oil__Oil_C16_1	methwin__mCG__promoter__Zm00001d015440	3	0.020929956072002792	0.020929956072002792	mCG	promoter	Zm00001d015440	5	90267647	90277773	-	77	0.16953438520431519	0.0
agri_aa_oil__Oil_C16_1	methwin__mCG__gene__Zm00001d015440	3	0.020927884628249616	0.020927884628249616	mCG	gene	Zm00001d015440	5	90267647	90277773	-	49	0.16953438520431519	0.0
agri_aa_oil__Oil_C16_1	methwin__mCG__cis__Zm00001d015440	3	0.020922299375954734	0.020922299375954734	mCG	cis	Zm00001d015440	5	90267647	90277773	-	210	0.16953438520431519	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHH__promoter__Zm00001d029807	3	0.020917151507485382	0.020917151507485382	mCHH	promoter	Zm00001d029807	1	87791009	87793139	+	297	0.016268404200673103	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHH__gene__Zm00001d030557	3	-0.020240298462719627	0.020240298462719627	mCHH	gene	Zm00001d030557	1	143971165	143976422	+	148	0.009042765945196152	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHG__gene__Zm00001d011488	3	-0.01898879423986532	0.01898879423986532	mCHG	gene	Zm00001d011488	8	152107228	152107913	+	57	0.13854750990867615	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHG__promoter__Zm00001d019590	3	-0.01627281549095883	0.01627281549095883	mCHG	promoter	Zm00001d019590	7	45047045	45047560	-	186	0.12063121795654297	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHG__promoter__Zm00001d040673	3	0.016183472752028263	0.016183472752028263	mCHG	promoter	Zm00001d040673	3	57203920	57204860	-	405	0.10490470379590988	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHG__promoter__Zm00001d040674	3	0.01617845313461697	0.01617845313461697	mCHG	promoter	Zm00001d040674	3	57206032	57206889	-	404	0.10490470379590988	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHG__gene__Zm00001d040674	3	0.01617840974420222	0.01617840974420222	mCHG	gene	Zm00001d040674	3	57206032	57206889	-	376	0.10490470379590988	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHG__promoter__Zm00001d041692	3	0.014973794792587841	0.014973794792587841	mCHG	promoter	Zm00001d041692	3	133565973	133578456	+	487	0.10048479586839676	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHG__promoter__Zm00001d003791	3	-0.012547668462449153	0.012547668462449153	mCHG	promoter	Zm00001d003791	2	59470932	59473694	-	152	0.12368081510066986	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHG__promoter__Zm00001d025114	3	0.01194461129914609	0.01194461129914609	mCHG	promoter	Zm00001d025114	10	104939489	104941668	-	414	0.10458316653966904	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHH__cis__Zm00001d034957	3	-0.010836735271373419	0.010836735271373419	mCHH	cis	Zm00001d034957	1	306770166	306782324	-	70	0.04660908505320549	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHH__promoter__Zm00001d034957	3	-0.01083672124504051	0.01083672124504051	mCHH	promoter	Zm00001d034957	1	306770166	306782324	-	31	0.04660908505320549	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHH__cis__Zm00001d032836	3	0.003921714886700799	0.00460367322248055	mCHH	cis	Zm00001d032836	1	239713596	239715570	+	412	0.024396661669015884	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHH__promoter__Zm00001d032838	3	0.003915298535577473	0.004603198535757579	mCHH	promoter	Zm00001d032838	1	239723350	239724517	-	167	0.024396661669015884	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHH__cis__Zm00001d032837	3	0.003918973660931936	0.004600664874630481	mCHH	cis	Zm00001d032837	1	239718927	239720863	+	410	0.024396661669015884	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHH__cis__Zm00001d032838	3	0.003921050458707335	0.004600393205678147	mCHH	cis	Zm00001d032838	1	239723350	239724517	-	411	0.024396661669015884	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHH__cis__Zm00001d023906	3	-0.0013755230730936815	0.004534233364308537	mCHH	cis	Zm00001d023906	10	27456859	27465326	-	166	0.03575637564063072	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHH__gene__Zm00001d023906	3	-0.0013738396995441593	0.004532192072719268	mCHH	gene	Zm00001d023906	10	27456859	27465326	-	11	0.03575637564063072	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHH__cis__Zm00001d023907	3	-0.0013803473452727508	0.004530483862476341	mCHH	cis	Zm00001d023907	10	27464895	27466265	-	167	0.03575637564063072	0.0
agri_aa_oil__Oil_C16_1	methwin__mCG__gene__Zm00001d024041	2	-0.0988228694125681	0.0988228694125681	mCG	gene	Zm00001d024041	10	39073197	39078744	-	174	0.14941470324993134	0.0
agri_aa_oil__Oil_C16_1	methwin__mCG__promoter__Zm00001d018769	2	0.06986594258352918	0.06986594258352918	mCG	promoter	Zm00001d018769	7	4714056	4715234	-	472	0.13493940234184265	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHG__cis__Zm00001d005609	2	-0.062023208085801626	0.062023208085801626	mCHG	cis	Zm00001d005609	2	180648852	180649904	+	247	0.1342664659023285	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHG__promoter__Zm00001d042524	2	-0.06090452633534425	0.06090452633534425	mCHG	promoter	Zm00001d042524	3	170605990	170606606	-	246	0.11613687127828598	0.0
agri_aa_oil__Oil_C16_1	methwin__mCG__cis__Zm00001d030261	2	-0.0564437158227289	0.0564437158227289	mCG	cis	Zm00001d030261	1	117216448	117216960	+	1	0.20386846363544464	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHG__cis__Zm00001d039750	2	-0.04978202108389557	0.04978202108389557	mCHG	cis	Zm00001d039750	3	13772095	13776752	-	242	0.13443602621555328	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHG__gene__Zm00001d039327	2	0.04914534673755024	0.04914534673755024	mCHG	gene	Zm00001d039327	3	1953626	1957132	-	490	0.09923573583364487	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHG__promoter__Zm00001d025312	2	0.044621457580665616	0.044621457580665616	mCHG	promoter	Zm00001d025312	10	113976307	113978545	+	149	0.12371351569890976	0.0
agri_aa_oil__Oil_C16_1	methwin__mCG__cis__Zm00001d005609	2	-0.04349575997665228	0.04349575997665228	mCG	cis	Zm00001d005609	2	180648852	180649904	+	236	0.167720764875412	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHH__promoter__Zm00001d050463	2	0.043096253774785355	0.043096253774785355	mCHH	promoter	Zm00001d050463	4	90402428	90420961	-	387	0.013287235982716084	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHG__cis__Zm00001d005905	2	-0.04283189423585376	0.04283189423585376	mCHG	cis	Zm00001d005905	2	192376325	192377383	-	356	0.12928389012813568	0.0
agri_aa_oil__Oil_C16_1	methwin__mCG__gene__Zm00001d002640	2	-0.042108625496579885	0.042108625496579885	mCG	gene	Zm00001d002640	2	17710877	17738889	+	437	0.12695667147636414	0.0
agri_aa_oil__Oil_C16_1	methwin__mCG__cis__Zm00001d010982	2	0.031189726983265872	0.031189726983265872	mCG	cis	Zm00001d010982	8	135759694	135764370	-	485	0.1567579209804535	0.0
agri_aa_oil__Oil_C16_1	methwin__mCG__cis__Zm00001d010979	2	0.031188783497940072	0.031188783497940072	mCG	cis	Zm00001d010979	8	135745019	135745616	-	486	0.1567579209804535	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHG__gene__Zm00001d037392	2	-0.03096442412194858	0.03096442412194858	mCHG	gene	Zm00001d037392	6	124189352	124195253	+	297	0.11100456863641739	0.0
agri_aa_oil__Oil_C16_1	methwin__mCG__gene__Zm00001d011488	2	0.022894798504333243	0.030961443465711336	mCG	gene	Zm00001d011488	8	152107228	152107913	+	147	0.15268437564373016	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHG__gene__Zm00001d043360	2	-0.027804810820668716	0.027804810820668716	mCHG	gene	Zm00001d043360	3	197670387	197686901	-	352	0.10704267770051956	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHH__gene__Zm00001d047989	2	-0.02767497967542699	0.02767497967542699	mCHH	gene	Zm00001d047989	9	147322757	147334539	+	19	0.026782618835568428	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHG__promoter__Zm00001d040449	2	0.026656499004999723	0.026656499004999723	mCHG	promoter	Zm00001d040449	3	43825329	43828852	-	227	0.11697714775800705	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHG__promoter__Zm00001d052679	2	-0.025830818816588125	0.025830818816588125	mCHG	promoter	Zm00001d052679	4	197090974	197093276	-	293	0.11243798583745956	0.0
agri_aa_oil__Oil_C16_1	methwin__mCG__promoter__Zm00001d053529	2	0.025277391176108156	0.025277391176108156	mCG	promoter	Zm00001d053529	4	233146713	233146949	-	264	0.14943060278892517	0.0
agri_aa_oil__Oil_C16_1	methwin__mCG__gene__Zm00001d053529	2	0.0252766802152861	0.0252766802152861	mCG	gene	Zm00001d053529	4	233146713	233146949	-	173	0.14943060278892517	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHH__promoter__Zm00001d047812	2	-0.024503897588321985	0.024503897588321985	mCHH	promoter	Zm00001d047812	9	142388915	142393403	-	148	0.025732295587658882	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHH__cis__Zm00001d047812	2	-0.024503258539040097	0.024503258539040097	mCHH	cis	Zm00001d047812	9	142388915	142393403	-	368	0.025732295587658882	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHG__promoter__Zm00001d009840	2	-0.023466658559854598	0.023466658559854598	mCHG	promoter	Zm00001d009840	8	84651735	84665315	+	148	0.1237182691693306	0.0
agri_aa_oil__Oil_C16_1	methwin__mCG__promoter__Zm00001d044212	2	-0.02313613480318421	0.02313613480318421	mCG	promoter	Zm00001d044212	3	221942241	221944571	+	354	0.1431393325328827	0.0
agri_aa_oil__Oil_C16_1	methwin__mCG__promoter__Zm00001d002136	2	-0.02297870615937667	0.02297870615937667	mCG	promoter	Zm00001d002136	2	6496902	6497840	-	285	0.14808617532253265	0.0
agri_aa_oil__Oil_C16_1	methwin__mCG__promoter__Zm00001d042171	2	-0.02267826706030462	0.02267826706030462	mCG	promoter	Zm00001d042171	3	154796683	154797198	-	229	0.1520165055990219	0.0
agri_aa_oil__Oil_C16_1	methwin__mCG__gene__Zm00001d042171	2	-0.022677690099835984	0.022677690099835984	mCG	gene	Zm00001d042171	3	154796683	154797198	-	152	0.1520165055990219	0.0
agri_aa_oil__Oil_C16_1	methwin__mCHG__cis__Zm00001d009512	2	-0.02131449003863214	0.02131449003863214	mCHG	cis	Zm00001d009512	8	68438316	68444733	-	217	0.13562646508216858	0.0
