population_pca	population_structure	metabolite_stock	metabolite_phenotype_stock_name	metabolite_phenotype_sample_id	agri_stock	agri_phenotype_stock_name	agri_phenotype_sample_id	accession_id_norm	raw_ids	has_population	has_metabolite	has_agri_aa_oil	has_any_phenotype	strong_pair_population_phenotype
True	True	True	False	False	True	True	True	GEMS39	GEMS39	True	False	True	True	True
True	True	True	True	True	True	True	True	GEMS4	GEMS4	True	True	True	True	True
True	True	True	True	True	True	True	True	GEMS40	GEMS40	True	True	True	True	True
True	True	True	True	True	True	True	True	GEMS41	GEMS41	True	True	True	True	True
True	True	True	False	False	True	True	True	GEMS42	GEMS42	True	False	True	True	True
True	True	True	False	False	True	True	True	GEMS43	GEMS43	True	False	True	True	True
True	True	True	True	True	True	True	True	GEMS44	GEMS44	True	True	True	True	True
True	True	True	False	False	True	True	True	GEMS45	GEMS45	True	False	True	True	True
True	True	True	True	True	True	True	True	GEMS46	GEMS46	True	True	True	True	True
True	True	True	False	False	True	True	True	GEMS47	GEMS47	True	False	True	True	True
True	True	True	True	True	True	True	True	GEMS48	GEMS48	True	True	True	True	True
True	True	True	False	False	True	True	True	GEMS49	GEMS49	True	False	True	True	True
True	True	True	False	False	True	True	True	GEMS5	GEMS5	True	False	True	True	True
True	True	True	True	True	True	True	True	GEMS50	GEMS50	True	True	True	True	True
True	True	True	False	False	True	True	True	GEMS51	GEMS51	True	False	True	True	True
True	True	True	False	False	True	True	True	GEMS52	GEMS52	True	False	True	True	True
True	True	True	False	False	True	True	True	GEMS53	GEMS53	True	False	True	True	True
True	True	True	True	True	True	True	True	GEMS54	GEMS54	True	True	True	True	True
True	True	True	True	True	True	True	True	GEMS55	GEMS55	True	True	True	True	True
True	True	True	False	False	True	True	True	GEMS56	GEMS56	True	False	True	True	True
True	True	True	False	False	True	True	True	GEMS57	GEMS57	True	False	True	True	True
True	True	True	False	False	True	True	True	GEMS58	GEMS58	True	False	True	True	True
True	True	True	False	False	True	True	True	GEMS59	GEMS59	True	False	True	True	True
True	True	True	True	True	True	True	True	GEMS6	GEMS6	True	True	True	True	True
True	True	True	False	False	True	True	True	GEMS60	GEMS60	True	False	True	True	True
True	True	True	True	True	True	True	True	GEMS61	GEMS61	True	True	True	True	True
True	True	True	True	True	True	True	True	GEMS62	GEMS62	True	True	True	True	True
True	True	True	True	True	True	True	True	GEMS63	GEMS63	True	True	True	True	True
True	True	True	False	False	True	True	True	GEMS64	GEMS64	True	False	True	True	True
True	True	True	True	True	True	True	True	GEMS65	GEMS65	True	True	True	True	True
True	True	True	True	True	True	True	True	GEMS66	GEMS66	True	True	True	True	True
True	True	True	True	True	True	True	True	GEMS9	GEMS9	True	True	True	True	True
False	False	True	True	True	True	False	False	GY1007	GY1007	False	True	False	True	False
True	True	True	True	True	True	True	True	GY1032	GY1032	True	True	True	True	True
True	True	True	False	False	True	True	True	GY220	GY220	True	False	True	True	True
True	True	True	False	False	True	True	True	GY237	GY237	True	False	True	True	True
False	False	True	False	False	True	False	False	GY246	GY246	False	False	False	False	False
True	True	True	True	True	True	True	True	GY386	GY386	True	True	True	True	True
True	True	True	False	False	True	True	True	GY386B	GY386B	True	False	True	True	True
True	True	True	True	True	True	True	True	GY462	GY462	True	True	True	True	True
True	True	True	True	True	True	True	True	GY798	GY798	True	True	True	True	True
True	True	True	True	True	True	True	True	GY923	GY923	True	True	True	True	True
True	True	False	False	False	False	False	False	H21	H21	True	False	False	False	False
True	True	True	False	False	True	True	True	HB	HB	True	False	True	True	True
True	True	True	False	False	True	True	True	HSBN	HSBN	True	False	True	True	True
True	True	True	False	False	True	True	True	HTH-17	HTH-17	True	False	True	True	True
False	False	True	False	False	True	True	True	HU803	HU803	False	False	True	True	False
True	True	True	True	True	True	True	True	HUA83-2	HUA83-2	True	True	True	True	True
True	True	True	False	False	True	True	True	HUANGC	HUANGC	True	False	True	True	True
True	True	True	True	True	True	True	True	HYS	HYS	True	True	True	True	True
True	True	True	True	True	True	True	True	HZS	HZS	True	True	True	True	True
True	True	True	False	False	True	True	True	IRF291	IRF291	True	False	True	True	True
True	True	True	True	True	True	True	True	IRF314	IRF314	True	True	True	True	True
False	False	True	True	True	True	False	False	J4112	J4112	False	True	False	True	False
True	True	True	True	True	True	True	True	JH59	JH59	True	True	True	True	True
True	True	True	True	True	True	True	True	JH96C	JH96C	True	True	True	True	True
True	True	True	False	False	True	True	True	JI53	JI53	True	False	True	True	True
True	True	True	True	True	True	True	True	JI63	JI63	True	True	True	True	True
True	True	True	True	True	True	True	True	JI842	JI842	True	True	True	True	True
True	True	True	True	True	True	True	True	JI846	JI846	True	True	True	True	True
True	True	True	True	True	True	True	True	JI853	JI853	True	True	True	True	True
True	True	True	True	True	True	True	True	JIAO51	JIAO51	True	True	True	True	True
True	True	False	False	False	False	False	False	JING24	JING24	True	False	False	False	False
True	True	False	False	False	False	False	False	JING724	JING724	True	False	False	False	False
True	True	True	True	True	True	True	True	JY01	JY01	True	True	True	True	True
True	True	True	True	True	True	True	True	K10	K10	True	True	True	True	True
True	True	True	False	False	True	True	True	K12	K12	True	False	True	True	True
False	False	True	True	True	True	True	True	K14	K14	False	True	True	True	False
True	True	True	True	True	True	True	True	K22	K22	True	True	True	True	True
True	True	True	True	True	True	True	True	L3180	L3180	True	True	True	True	True
True	True	True	True	True	True	True	True	LG001	LG001	True	True	True	True	True
True	True	True	False	False	True	True	True	LIAO138	LIAO138	True	False	True	True	True
True	True	True	True	True	True	True	True	LIAO159	LIAO159	True	True	True	True	True
True	True	True	True	True	True	True	True	LIAO5114	LIAO5114	True	True	True	True	True
True	True	True	True	True	True	True	True	LIAO5262	LIAO5262	True	True	True	True	True
True	True	True	True	True	True	True	True	LIAO5263	LIAO5263	True	True	True	True	True
True	True	True	True	True	True	True	True	LK11	LK11	True	True	True	True	True
True	True	True	True	True	True	True	True	LV28	LV28	True	True	True	True	True
False	False	True	True	True	True	False	False	LX9801	LX9801	False	True	False	True	False
True	True	True	True	True	True	True	True	LXN	LXN	True	True	True	True	True
True	True	True	False	False	True	True	True	LY	LY	True	False	True	True	True
True	True	True	True	True	True	True	True	LY042	LY042	True	True	True	True	True
True	True	True	True	True	True	True	True	M153	M153	True	True	True	True	True
True	True	True	False	False	True	True	True	M165	M165	True	False	True	True	True
True	True	True	True	True	True	True	True	M97	M97	True	True	True	True	True
True	True	True	False	False	True	True	True	MN	MN	True	False	True	True	True
False	False	True	False	False	True	True	True	MO113	MO113	False	False	True	True	False
True	True	True	True	True	True	True	True	MO17	MO17	True	True	True	True	True
True	True	True	True	True	True	True	True	NAN21-3	NAN21-3	True	True	True	True	True
True	True	True	False	False	True	True	True	NMJT	NMJT	True	False	True	True	True
True	True	True	False	False	True	True	True	P138	P138	True	False	True	True	True
True	True	True	True	True	True	True	True	P178	P178	True	True	True	True	True
True	True	False	False	False	False	False	False	P6WC	P6WC	True	False	False	False	False
True	True	False	False	False	False	False	False	PH4VC	PH4VC	True	False	False	False	False
False	False	True	True	True	True	False	False	Q1261	Q1261	False	True	False	True	False
True	True	False	False	False	False	False	False	Q1261X	Q1261X	True	False	False	False	False
True	True	True	True	True	True	True	True	QI205	QI205	True	True	True	True	True
True	True	True	False	False	True	True	True	QI319	QI319	True	False	True	True	True
False	False	True	False	False	True	False	False	QTHHSBTS	QTHHSBTS	False	False	False	False	False
True	True	True	False	False	True	True	True	R08	R08	True	False	True	True	True
True	True	True	False	False	True	True	True	R15	R15	True	False	True	True	True
True	True	True	True	True	True	True	True	R15X1141	R15X1141	True	True	True	True	True
True	True	True	False	False	True	True	True	RY684	RY684	True	False	True	True	True
True	True	True	False	False	True	True	True	RY697	RY697	True	False	True	True	True
True	True	True	True	True	True	True	True	RY713	RY713	True	True	True	True	True
True	True	True	True	True	True	True	True	RY729	RY729	True	True	True	True	True
True	True	True	False	False	True	True	True	RY732	RY732	True	False	True	True	True
True	True	True	False	False	True	True	True	RY737	RY737	True	False	True	True	True
True	True	True	True	True	True	False	False	S22	S22	True	True	False	True	True
True	True	False	False	False	False	False	False	S22X	S22X	True	False	False	False	False
True	True	True	True	True	True	True	True	S37	S37	True	True	True	True	True
True	True	True	True	True	True	True	True	SC55	SC55	True	True	True	True	True
False	False	True	False	False	True	False	False	SHEN135	SHEN135	False	False	False	False	False
True	True	True	False	False	True	True	True	SHEN137	SHEN137	True	False	True	True	True
True	True	True	True	True	True	True	True	SHEN5003	SHEN5003	True	True	True	True	True
True	True	True	True	True	True	True	True	SI273	SI273	True	True	True	True	True
True	True	True	False	False	True	True	True	SI434	SI434	True	False	True	True	True
False	False	True	False	False	True	True	True	SI444	SI444	False	False	True	True	False
True	True	True	True	True	True	True	True	SI446	SI446	True	True	True	True	True
True	True	False	False	False	False	False	False	SK	SK	True	False	False	False	False
True	True	False	False	False	False	False	False	SW1611	SW1611	True	False	False	False	False
True	True	True	True	True	True	True	True	SW92E114	SW92E114	True	True	True	True	True
True	True	True	True	True	True	True	True	SY1032	SY1032	True	True	True	True	True
True	True	True	True	True	True	True	True	SY1035	SY1035	True	True	True	True	True
True	True	True	True	True	True	True	True	SY1039	SY1039	True	True	True	True	True
True	True	True	True	True	True	True	True	SY1052	SY1052	True	True	True	True	True
True	True	True	False	False	True	True	True	SY1077	SY1077	True	False	True	True	True
False	False	True	True	True	True	True	True	SY1128	SY1128	False	True	True	True	False
True	True	True	False	False	True	True	True	SY3073	SY3073	True	False	True	True	True
True	True	True	False	False	True	True	True	SY998	SY998	True	False	True	True	True
True	True	True	False	False	True	True	True	SY999	SY999	True	False	True	True	True
True	True	True	True	True	True	True	True	TIAN77	TIAN77	True	True	True	True	True
True	True	True	True	True	True	True	True	TIE7922	TIE7922	True	True	True	True	True
True	True	True	False	False	True	True	True	TT16	TT16	True	False	True	True	True
True	True	True	False	False	True	True	True	TX5	TX5	True	False	True	True	True
True	True	True	True	True	True	True	True	TY1	TY1	True	True	True	True	True
True	True	True	False	False	True	True	True	TY10	TY10	True	False	True	True	True
True	True	True	True	True	True	True	True	TY11	TY11	True	True	True	True	True
True	True	True	True	True	True	True	True	TY2	TY2	True	True	True	True	True
True	True	True	True	True	True	True	True	TY3	TY3	True	True	True	True	True
True	True	True	True	True	True	True	True	TY4	TY4	True	True	True	True	True
True	True	True	True	True	True	True	True	TY5	TY5	True	True	True	True	True
True	True	True	True	True	True	True	True	TY6	TY6	True	True	True	True	True
True	True	True	False	False	True	True	True	TY7	TY7	True	False	True	True	True
True	True	True	False	False	True	True	True	TY8	TY8	True	False	True	True	True
True	True	True	False	False	True	True	True	TY9	TY9	True	False	True	True	True
True	True	True	True	True	True	True	True	U8112	U8112	True	True	True	True	True
True	True	True	True	True	True	True	True	W138	W138	True	True	True	True	True
True	True	True	True	True	True	True	True	WH413	WH413	True	True	True	True	True
True	True	True	False	False	True	True	True	WMR	WMR	True	False	True	True	True
True	True	True	True	True	True	True	True	WU109	WU109	True	True	True	True	True
True	True	True	True	True	True	True	True	XI502	XI502	True	True	True	True	True
True	True	True	True	True	True	True	True	XUN971	XUN971	True	True	True	True	True
True	True	True	True	True	True	True	True	XZ698	XZ698	True	True	True	True	True
True	True	True	False	False	True	True	True	YAN414	YAN414	True	False	True	True	True
False	False	True	False	False	True	True	True	YE107	YE107	False	False	True	True	False
True	True	True	True	True	True	True	True	YE478	YE478	True	True	True	True	True
True	True	False	False	False	False	False	False	YE488	YE488	True	False	False	False	False
True	True	True	True	True	True	True	True	YE515	YE515	True	True	True	True	True
True	True	True	True	True	True	True	True	YE52106	YE52106	True	True	True	True	True
True	True	True	True	True	True	True	True	YE8001	YE8001	True	True	True	True	True
True	True	True	True	True	True	True	True	YU374	YU374	True	True	True	True	True
True	True	True	False	False	True	True	True	YU87-1	YU87-1	True	False	True	True	True
False	False	True	False	False	True	False	False	YUN46	YUN46	False	False	False	False	False
True	True	True	True	True	True	True	True	Z2018F	Z2018F	True	True	True	True	True
True	True	True	True	True	True	True	True	ZAC546	ZAC546	True	True	True	True	True
True	True	True	True	True	True	True	True	ZB648	ZB648	True	True	True	True	True
True	True	True	True	True	True	True	True	ZH68	ZH68	True	True	True	True	True
True	True	True	False	False	True	True	True	ZHENG22	ZHENG22	True	False	True	True	True
True	True	True	True	True	True	True	True	ZHENG28	ZHENG28	True	True	True	True	True
True	True	True	True	True	True	True	True	ZHENG29	ZHENG29	True	True	True	True	True
True	True	True	True	True	True	True	True	ZHENG30	ZHENG30	True	True	True	True	True
True	True	True	True	True	True	True	True	ZHENG32	ZHENG32	True	True	True	True	True
True	True	True	True	True	True	True	True	ZHENG35	ZHENG35	True	True	True	True	True
True	True	True	False	False	True	True	True	ZHENG58	ZHENG58	True	False	True	True	True
True	True	True	True	True	True	True	True	ZHENG653	ZHENG653	True	True	True	True	True
True	True	True	True	True	True	True	True	ZHI41	ZHI41	True	True	True	True	True
True	True	True	True	True	True	True	True	ZHONG69	ZHONG69	True	True	True	True	True
True	True	True	False	False	True	True	True	ZI330	ZI330	True	False	True	True	True
True	True	True	False	False	True	True	True	ZONG3	ZONG3	True	False	True	True	True
True	True	True	True	True	True	True	True	ZONG31	ZONG31	True	True	True	True	True
True	True	True	True	True	True	True	True	ZZ01	ZZ01	True	True	True	True	True
True	True	True	True	True	True	True	True	ZZ03	ZZ03	True	True	True	True	True
